B,30-08-2019,2019-08-30 00:00:00 -0500,1,99,B101,18201,,,, ,2,GASOHOL 90,0.32,10.65,12.57,3.39,0.61,4.00,18,1,,,,,GLL,,,
B,30-08-2019,2019-08-30 00:00:00 -0500,1,99,B101,18200,,,, ,2,GASOHOL 90,0.40,10.65,12.57,4.24,0.76,5.00,18,1,,,,,GLL,,,
B,30-08-2019,2019-08-30 00:00:00 -0500,1,99,B101,18199,,,, ,4,GASOHOL 98,0.67,12.70,14.99,8.47,1.53,10.00,18,1,,,,,GLL,,,
B,30-08-2019,2019-08-30 00:00:00 -0500,1,99,B101,18198,,,, ,2,GASOHOL 90,0.80,10.65,12.57,8.47,1.53,10.00,18,1,,,,,GLL,,,
B,30-08-2019,2019-08-30 00:00:00 -0500,1,99,B101,18197,,,, ,3,GASOHOL 95,0.74,11.50,13.57,8.47,1.53,10.00,18,1,,,,,GLL,,,
B,30-08-2019,2019-08-30 00:00:00 -0500,1,99,B101,18196,,,, ,3,GASOHOL 95,2.21,11.50,13.57,25.42,4.58,30.00,18,1,,,,,GLL,,,
B,30-08-2019,2019-08-30 00:00:00 -0500,1,99,B101,18195,,,, ,2,GASOHOL 90,0.16,10.65,12.57,1.69,0.31,2.00,18,1,,,,,GLL,,,
B,30-08-2019,2019-08-30 00:00:00 -0500,1,99,B101,18194,,,, ,2,GASOHOL 90,2.63,10.65,12.57,27.97,5.04,33.01,18,1,,,,,GLL,,,
B,30-08-2019,2019-08-30 00:00:00 -0500,1,99,B101,18193,,,, ,2,GASOHOL 90,2.39,10.65,12.57,25.42,4.58,30.00,18,1,,,,,GLL,,,
B,30-08-2019,2019-08-30 00:00:00 -0500,1,99,B101,18192,,,, ,2,GASOHOL 90,1.19,10.65,12.57,12.71,2.29,15.00,18,1,,,,,GLL,,,
B,30-08-2019,2019-08-30 00:00:00 -0500,1,99,B101,18191,,,, ,3,GASOHOL 95,1.47,11.50,13.57,16.95,3.05,20.00,18,1,,,,,GLL,,,
B,30-08-2019,2019-08-30 00:00:00 -0500,1,99,B101,18190,,,, ,2,GASOHOL 90,0.16,10.65,12.57,1.69,0.31,2.00,18,1,,,,,GLL,,,
B,30-08-2019,2019-08-30 00:00:00 -0500,1,99,B101,18189,,,, ,5,DIESEL PRO B5,2.52,10.08,11.89,25.42,4.58,30.00,18,1,,,,,GLL,,,
B,30-08-2019,2019-08-30 00:00:00 -0500,1,99,B101,18188,,,, ,2,GASOHOL 90,0.40,10.65,12.57,4.24,0.76,5.00,18,1,,,,,GLL,,,
B,30-08-2019,2019-08-30 00:00:00 -0500,1,99,B101,18187,,,, ,2,GASOHOL 90,1.59,10.65,12.57,16.95,3.05,20.00,18,1,,,,,GLL,,,
B,30-08-2019,2019-08-30 00:00:00 -0500,1,99,B101,18186,,,, ,3,GASOHOL 95,1.11,11.50,13.57,12.71,2.29,15.00,18,1,,,,,GLL,,,
B,30-08-2019,2019-08-30 00:00:00 -0500,1,99,B101,18185,,,, ,2,GASOHOL 90,0.40,10.65,12.57,4.24,0.76,5.00,18,1,,,,,GLL,,,
B,30-08-2019,2019-08-30 00:00:00 -0500,1,99,B101,18184,,,, ,2,GASOHOL 90,0.80,10.65,12.57,8.49,1.53,10.02,18,1,,,,,GLL,,,
B,30-08-2019,2019-08-30 00:00:00 -0500,1,99,B101,18183,,,, ,3,GASOHOL 95,3.69,11.50,13.57,42.37,7.63,50.00,18,1,,,,,GLL,,,
B,30-08-2019,2019-08-30 00:00:00 -0500,1,99,B101,18182,,,, ,3,GASOHOL 95,0.74,11.50,13.57,8.47,1.53,10.00,18,1,,,,,GLL,,,
B,30-08-2019,2019-08-30 00:00:00 -0500,1,99,B101,18181,,,, ,3,GASOHOL 95,1.11,11.50,13.57,12.71,2.29,15.00,18,1,,,,,GLL,,,
B,30-08-2019,2019-08-30 00:00:00 -0500,1,99,B101,18180,,,, ,2,GASOHOL 90,2.39,10.65,12.57,25.42,4.58,30.00,18,1,,,,,GLL,,,
B,30-08-2019,2019-08-30 00:00:00 -0500,1,99,B101,18179,,,, ,2,GASOHOL 90,0.40,10.65,12.57,4.24,0.76,5.00,18,1,,,,,GLL,,,
B,30-08-2019,2019-08-30 00:00:00 -0500,1,99,B101,18178,,,, ,2,GASOHOL 90,0.56,10.65,12.57,5.93,1.07,7.00,18,1,,,,,GLL,,,
B,30-08-2019,2019-08-30 00:00:00 -0500,1,99,B101,18177,,,, ,4,GASOHOL 98,14.00,12.70,14.99,177.81,32.01,209.82,18,1,,,,,GLL,,,
B,30-08-2019,2019-08-30 00:00:00 -0500,1,99,B101,18176,,,, ,2,GASOHOL 90,0.40,10.65,12.57,4.24,0.76,5.00,18,1,,,,,GLL,,,
B,30-08-2019,2019-08-30 00:00:00 -0500,1,99,B101,18175,,,, ,2,GASOHOL 90,1.59,10.65,12.57,16.95,3.05,20.00,18,1,,,,,GLL,,,
B,30-08-2019,2019-08-30 00:00:00 -0500,1,99,B101,18174,,,, ,5,DIESEL PRO B5,1.68,10.08,11.89,16.95,3.05,20.00,18,1,,,,,GLL,,,
B,30-08-2019,2019-08-30 00:00:00 -0500,1,99,B101,18173,,,, ,5,DIESEL PRO B5,1.68,10.08,11.89,16.95,3.05,20.00,18,1,,,,,GLL,,,
B,30-08-2019,2019-08-30 00:00:00 -0500,1,99,B101,18172,,,, ,2,GASOHOL 90,1.19,10.65,12.57,12.71,2.29,15.00,18,1,,,,,GLL,,,
B,30-08-2019,2019-08-30 00:00:00 -0500,1,99,B101,18171,,,, ,5,DIESEL PRO B5,2.52,10.08,11.89,25.42,4.58,30.00,18,1,,,,,GLL,,,
B,30-08-2019,2019-08-30 00:00:00 -0500,1,99,B101,18170,,,, ,2,GASOHOL 90,3.98,10.65,12.57,42.37,7.63,50.00,18,1,,,,,GLL,,,
B,30-08-2019,2019-08-30 00:00:00 -0500,1,99,B101,18169,,,, ,2,GASOHOL 90,1.15,10.65,12.57,12.19,2.20,14.39,18,1,,,,,GLL,,,
B,30-08-2019,2019-08-30 00:00:00 -0500,1,99,B101,18168,,,, ,3,GASOHOL 95,2.95,11.50,13.57,33.90,6.10,40.00,18,1,,,,,GLL,,,
B,30-08-2019,2019-08-30 00:00:00 -0500,1,99,B101,18167,,,, ,3,GASOHOL 95,3.69,11.50,13.57,42.37,7.63,50.00,18,1,,,,,GLL,,,
B,30-08-2019,2019-08-30 00:00:00 -0500,1,99,B101,18166,,,, ,2,GASOHOL 90,0.24,10.65,12.57,2.54,0.46,3.00,18,1,,,,,GLL,,,
B,30-08-2019,2019-08-30 00:00:00 -0500,1,99,B101,18165,,,, ,5,DIESEL PRO B5,0.42,10.08,11.89,4.24,0.76,5.00,18,1,,,,,GLL,,,
B,30-08-2019,2019-08-30 00:00:00 -0500,1,99,B101,18164,,,, ,2,GASOHOL 90,0.80,10.65,12.57,8.47,1.53,10.00,18,1,,,,,GLL,,,
B,30-08-2019,2019-08-30 00:00:00 -0500,1,99,B101,18163,,,, ,5,DIESEL PRO B5,5.05,10.08,11.89,50.85,9.15,60.00,18,1,,,,,GLL,,,
B,30-08-2019,2019-08-30 00:00:00 -0500,1,99,B101,18162,,,, ,2,GASOHOL 90,1.59,10.65,12.57,16.95,3.05,20.00,18,1,,,,,GLL,,,
B,30-08-2019,2019-08-30 00:00:00 -0500,1,99,B101,18161,,,, ,2,GASOHOL 90,7.96,10.65,12.57,84.75,15.25,100.00,18,1,,,,,GLL,,,
B,30-08-2019,2019-08-30 00:00:00 -0500,1,99,B101,18160,,,, ,2,GASOHOL 90,0.56,10.65,12.57,5.93,1.07,7.00,18,1,,,,,GLL,,,
B,30-08-2019,2019-08-30 00:00:00 -0500,1,99,B101,18159,,,, ,3,GASOHOL 95,3.69,11.50,13.57,42.37,7.63,50.00,18,1,,,,,GLL,,,
B,30-08-2019,2019-08-30 00:00:00 -0500,1,99,B101,18158,,,, ,3,GASOHOL 95,1.47,11.50,13.57,16.95,3.05,20.00,18,1,,,,,GLL,,,
B,30-08-2019,2019-08-30 00:00:00 -0500,1,99,B101,18157,,,, ,2,GASOHOL 90,0.56,10.65,12.57,5.93,1.07,7.00,18,1,,,,,GLL,,,
B,30-08-2019,2019-08-30 00:00:00 -0500,1,99,B101,18156,,,, ,5,DIESEL PRO B5,2.52,10.08,11.89,25.42,4.58,30.00,18,1,,,,,GLL,,,
B,30-08-2019,2019-08-30 00:00:00 -0500,1,99,B101,18155,,,, ,3,GASOHOL 95,2.95,11.50,13.57,33.90,6.10,40.00,18,1,,,,,GLL,,,
B,30-08-2019,2019-08-30 00:00:00 -0500,1,99,B101,18154,,,, ,5,DIESEL PRO B5,2.52,10.08,11.89,25.42,4.58,30.00,18,1,,,,,GLL,,,
B,30-08-2019,2019-08-30 00:00:00 -0500,1,99,B101,18153,,,, ,5,DIESEL PRO B5,1.68,10.08,11.89,16.95,3.05,20.00,18,1,,,,,GLL,,,
B,30-08-2019,2019-08-30 00:00:00 -0500,1,99,B101,18152,,,, ,4,GASOHOL 98,6.67,12.70,14.99,84.75,15.25,100.00,18,1,,,,,GLL,,,
B,30-08-2019,2019-08-30 00:00:00 -0500,1,99,B101,18151,,,, ,3,GASOHOL 95,11.04,11.50,13.57,127.01,22.86,149.87,18,1,,,,,GLL,,,
B,30-08-2019,2019-08-30 00:00:00 -0500,1,99,B101,18150,,,, ,2,GASOHOL 90,1.59,10.65,12.57,16.95,3.05,20.00,18,1,,,,,GLL,,,
B,30-08-2019,2019-08-30 00:00:00 -0500,1,99,B101,18149,,,, ,5,DIESEL PRO B5,0.59,10.08,11.89,5.92,1.07,6.99,18,1,,,,,GLL,,,
B,30-08-2019,2019-08-30 00:00:00 -0500,1,99,B101,18148,,,, ,4,GASOHOL 98,10.54,12.70,14.99,133.88,24.10,157.98,18,1,,,,,GLL,,,
B,30-08-2019,2019-08-30 00:00:00 -0500,1,99,B101,18147,,,, ,5,DIESEL PRO B5,1.00,10.08,11.89,10.08,1.81,11.89,18,1,,,,,GLL,,,
B,30-08-2019,2019-08-30 00:00:00 -0500,1,99,B101,18146,,,, ,3,GASOHOL 95,0.74,11.50,13.57,8.47,1.53,10.00,18,1,,,,,GLL,,,
B,30-08-2019,2019-08-30 00:00:00 -0500,1,99,B101,18145,,,, ,2,GASOHOL 90,0.80,10.65,12.57,8.47,1.53,10.00,18,1,,,,,GLL,,,
B,30-08-2019,2019-08-30 00:00:00 -0500,1,99,B101,18144,,,, ,2,GASOHOL 90,1.59,10.65,12.57,16.95,3.05,20.00,18,1,,,,,GLL,,,
B,30-08-2019,2019-08-30 00:00:00 -0500,1,99,B101,18143,,,, ,2,GASOHOL 90,1.19,10.65,12.57,12.71,2.29,15.00,18,1,,,,,GLL,,,
B,30-08-2019,2019-08-30 00:00:00 -0500,1,99,B101,18142,,,, ,3,GASOHOL 95,3.69,11.50,13.57,42.37,7.63,50.00,18,1,,,,,GLL,,,
B,30-08-2019,2019-08-30 00:00:00 -0500,1,99,B101,18141,,,, ,3,GASOHOL 95,0.74,11.50,13.57,8.47,1.53,10.00,18,1,,,,,GLL,,,
B,30-08-2019,2019-08-30 00:00:00 -0500,1,99,B101,18140,,,, ,3,GASOHOL 95,0.37,11.50,13.57,4.24,0.76,5.00,18,1,,,,,GLL,,,
B,30-08-2019,2019-08-30 00:00:00 -0500,1,99,B101,18139,,,, ,2,GASOHOL 90,0.80,10.65,12.57,8.47,1.53,10.00,18,1,,,,,GLL,,,
B,30-08-2019,2019-08-30 00:00:00 -0500,1,99,B101,18138,,,, ,2,GASOHOL 90,0.04,10.65,12.57,0.42,0.08,0.50,18,1,,,,,GLL,,,
B,30-08-2019,2019-08-30 00:00:00 -0500,1,99,B101,18137,,,, ,2,GASOHOL 90,0.40,10.65,12.57,4.24,0.76,5.00,18,1,,,,,GLL,,,
B,30-08-2019,2019-08-30 00:00:00 -0500,1,99,B101,18136,,,, ,3,GASOHOL 95,1.47,11.50,13.57,16.95,3.05,20.00,18,1,,,,,GLL,,,
B,30-08-2019,2019-08-30 00:00:00 -0500,1,99,B101,18135,,,, ,2,GASOHOL 90,0.40,10.65,12.57,4.24,0.76,5.00,18,1,,,,,GLL,,,
B,30-08-2019,2019-08-30 00:00:00 -0500,1,99,B101,18134,,,, ,3,GASOHOL 95,0.37,11.50,13.57,4.24,0.76,5.00,18,1,,,,,GLL,,,
B,30-08-2019,2019-08-30 00:00:00 -0500,1,99,B101,18133,,,, ,2,GASOHOL 90,0.80,10.65,12.57,8.47,1.53,10.00,18,1,,,,,GLL,,,
B,30-08-2019,2019-08-30 00:00:00 -0500,1,99,B101,18132,,,, ,2,GASOHOL 90,1.59,10.65,12.57,16.95,3.05,20.00,18,1,,,,,GLL,,,
B,30-08-2019,2019-08-30 00:00:00 -0500,1,99,B101,18131,,,, ,2,GASOHOL 90,1.59,10.65,12.57,16.95,3.05,20.00,18,1,,,,,GLL,,,
B,30-08-2019,2019-08-30 00:00:00 -0500,1,99,B101,18130,,,, ,2,GASOHOL 90,0.40,10.65,12.57,4.24,0.76,5.00,18,1,,,,,GLL,,,
B,30-08-2019,2019-08-30 00:00:00 -0500,1,99,B101,18129,,,, ,5,DIESEL PRO B5,3.36,10.08,11.89,33.90,6.10,40.00,18,1,,,,,GLL,,,
B,30-08-2019,2019-08-30 00:00:00 -0500,1,99,B101,18128,,,, ,2,GASOHOL 90,0.80,10.65,12.57,8.47,1.53,10.00,18,1,,,,,GLL,,,
B,30-08-2019,2019-08-30 00:00:00 -0500,1,99,B101,18127,,,, ,4,GASOHOL 98,3.34,12.70,14.99,42.37,7.63,50.00,18,1,,,,,GLL,,,
B,30-08-2019,2019-08-30 00:00:00 -0500,1,99,B101,18126,,,, ,2,GASOHOL 90,1.59,10.65,12.57,16.92,3.05,19.97,18,1,,,,,GLL,,,
B,30-08-2019,2019-08-30 00:00:00 -0500,1,99,B101,18125,,,, ,2,GASOHOL 90,0.41,10.65,12.57,4.38,0.79,5.17,18,1,,,,,GLL,,,
B,30-08-2019,2019-08-30 00:00:00 -0500,1,99,B101,18124,,,, ,4,GASOHOL 98,6.67,12.70,14.99,84.75,15.25,100.00,18,1,,,,,GLL,,,
B,30-08-2019,2019-08-30 00:00:00 -0500,1,99,B101,18123,,,, ,2,GASOHOL 90,1.19,10.65,12.57,12.67,2.28,14.95,18,1,,,,,GLL,,,
B,30-08-2019,2019-08-30 00:00:00 -0500,1,99,B101,18122,,,, ,5,DIESEL PRO B5,1.26,10.08,11.89,12.71,2.29,15.00,18,1,,,,,GLL,,,
B,30-08-2019,2019-08-30 00:00:00 -0500,1,99,B101,18121,,,, ,3,GASOHOL 95,1.84,11.50,13.57,21.19,3.81,25.00,18,1,,,,,GLL,,,
B,30-08-2019,2019-08-30 00:00:00 -0500,1,99,B101,18120,,,, ,2,GASOHOL 90,1.59,10.65,12.57,16.95,3.05,20.00,18,1,,,,,GLL,,,
B,30-08-2019,2019-08-30 00:00:00 -0500,1,99,B101,18119,,,, ,2,GASOHOL 90,1.59,10.65,12.57,16.95,3.05,20.00,18,1,,,,,GLL,,,
B,30-08-2019,2019-08-30 00:00:00 -0500,1,99,B101,18118,,,, ,2,GASOHOL 90,0.80,10.65,12.57,8.47,1.53,10.00,18,1,,,,,GLL,,,
B,30-08-2019,2019-08-30 00:00:00 -0500,1,99,B101,18117,,,, ,5,DIESEL PRO B5,3.36,10.08,11.89,33.90,6.10,40.00,18,1,,,,,GLL,,,
B,30-08-2019,2019-08-30 00:00:00 -0500,1,99,B101,18116,,,, ,5,DIESEL PRO B5,1.68,10.08,11.89,16.95,3.05,20.00,18,1,,,,,GLL,,,
B,30-08-2019,2019-08-30 00:00:00 -0500,1,99,B101,18115,,,, ,2,GASOHOL 90,0.80,10.65,12.57,8.47,1.53,10.00,18,1,,,,,GLL,,,
B,30-08-2019,2019-08-30 00:00:00 -0500,1,99,B101,18114,,,, ,2,GASOHOL 90,0.80,10.65,12.57,8.47,1.53,10.00,18,1,,,,,GLL,,,
B,30-08-2019,2019-08-30 00:00:00 -0500,1,99,B101,18113,,,, ,2,GASOHOL 90,0.40,10.65,12.57,4.24,0.76,5.00,18,1,,,,,GLL,,,
B,30-08-2019,2019-08-30 00:00:00 -0500,1,99,B101,18112,,,, ,2,GASOHOL 90,0.40,10.65,12.57,4.24,0.76,5.00,18,1,,,,,GLL,,,
B,30-08-2019,2019-08-30 00:00:00 -0500,1,99,B101,18111,,,, ,2,GASOHOL 90,3.98,10.65,12.57,42.37,7.63,50.00,18,1,,,,,GLL,,,
B,30-08-2019,2019-08-30 00:00:00 -0500,1,99,B101,18110,,,, ,5,DIESEL PRO B5,2.19,10.08,11.89,22.03,3.97,26.00,18,1,,,,,GLL,,,
B,30-08-2019,2019-08-30 00:00:00 -0500,1,99,B101,18109,,,, ,2,GASOHOL 90,0.40,10.65,12.57,4.24,0.76,5.00,18,1,,,,,GLL,,,
B,30-08-2019,2019-08-30 00:00:00 -0500,1,99,B101,18108,,,, ,2,GASOHOL 90,1.99,10.65,12.57,21.19,3.81,25.00,18,1,,,,,GLL,,,
B,30-08-2019,2019-08-30 00:00:00 -0500,1,99,B101,18107,,,, ,2,GASOHOL 90,1.59,10.65,12.57,16.95,3.05,20.00,18,1,,,,,GLL,,,
B,30-08-2019,2019-08-30 00:00:00 -0500,1,99,B101,18106,,,, ,2,GASOHOL 90,1.59,10.65,12.57,16.95,3.05,20.00,18,1,,,,,GLL,,,
B,30-08-2019,2019-08-30 00:00:00 -0500,1,99,B101,18105,,,, ,2,GASOHOL 90,0.80,10.65,12.57,8.47,1.53,10.00,18,1,,,,,GLL,,,
B,30-08-2019,2019-08-30 00:00:00 -0500,1,99,B101,18104,,,, ,2,GASOHOL 90,0.24,10.65,12.57,2.54,0.46,3.00,18,1,,,,,GLL,,,
B,30-08-2019,2019-08-30 00:00:00 -0500,1,99,B101,18103,,,, ,2,GASOHOL 90,0.80,10.65,12.57,8.47,1.53,10.00,18,1,,,,,GLL,,,
