,"28-09-2019",,,,"BT01","001307",,,,,1,"ITEMS VARIOS",1,5.93,7,5.93,1.07,7,,,,,,,"NIU"
,"28-09-2019",,,,"BT01","001308",,,,,1,"ITEMS VARIOS",1,1.86,2.2,1.86,0.34,2.2,,,,,,,"NIU"
,"28-09-2019",,,,"BT01","001309",,,,,1,"ITEMS VARIOS",1,2.54,3,2.54,0.46,3,,,,,,,"NIU"
,"28-09-2019",,,,"BT01","001310",,,,,1,"ITEMS VARIOS",1,1.02,1.2,1.02,0.18,1.2,,,,,,,"NIU"
,"28-09-2019",,,,"BT01","001311",,,,,1,"ITEMS VARIOS",1,0.08,0.1,0.08,0.02,0.1,,,,,,,"NIU"
,"28-09-2019",,,,"BT01","001312",,,,,1,"ITEMS VARIOS",1,0.08,0.1,0.08,0.02,0.1,,,,,,,"NIU"
,"28-09-2019",,,,"BT01","001313",,,,,1,"ITEMS VARIOS",1,15.51,18.3,15.51,2.79,18.3,,,,,,,"NIU"
,"28-09-2019",,,,"BT01","001314",,,,,1,"ITEMS VARIOS",1,1.69,2,1.69,0.31,2,,,,,,,"NIU"
,"28-09-2019",,,,"BT01","001315",,,,,1,"ITEMS VARIOS",1,1.1,1.3,1.1,0.2,1.3,,,,,,,"NIU"
,"28-09-2019",,,,"BT01","001316",,,,,1,"ITEMS VARIOS",1,1.86,2.2,1.86,0.34,2.2,,,,,,,"NIU"
,"28-09-2019",,,,"BT01","001317",,,,,1,"ITEMS VARIOS",1,2.12,2.5,2.12,0.38,2.5,,,,,,,"NIU"
,"28-09-2019",,,,"BT01","001318",,,,,1,"ITEMS VARIOS",1,17.2,20.3,17.2,3.1,20.3,,,,,,,"NIU"
,"28-09-2019",,,,"BT01","001319",,,,,1,"ITEMS VARIOS",1,66.19,78.1,66.19,11.91,78.1,,,,,,,"NIU"
,"28-09-2019",,,,"BT01","001320",,,,,1,"ITEMS VARIOS",1,40.68,48,40.68,7.32,48,,,,,,,"NIU"
,"28-09-2019",,,,"BT01","001321",,,,,1,"ITEMS VARIOS",1,15.51,18.3,15.51,2.79,18.3,,,,,,,"NIU"
,"28-09-2019",,,,"BT01","001322",,,,,1,"ITEMS VARIOS",1,8.9,10.5,8.9,1.6,10.5,,,,,,,"NIU"
,"28-09-2019",,,,"BT01","001323",,,,,1,"ITEMS VARIOS",1,3.22,3.8,3.22,0.58,3.8,,,,,,,"NIU"
,"28-09-2019",,,,"BT01","001324",,,,,1,"ITEMS VARIOS",1,-5.08,-6,-5.08,-0.92,-6,,,,,,,"NIU"
,"28-09-2019",,,,"BT01","001325",,,,,1,"ITEMS VARIOS",1,1.27,1.5,1.27,0.23,1.5,,,,,,,"NIU"
,"28-09-2019",,,,"BT01","001326",,,,,1,"ITEMS VARIOS",1,1.69,2,1.69,0.31,2,,,,,,,"NIU"
,"28-09-2019",,,,"BT01","001327",,,,,1,"ITEMS VARIOS",1,8.05,9.5,8.05,1.45,9.5,,,,,,,"NIU"
,"28-09-2019",,,,"BT01","001328",,,,,1,"ITEMS VARIOS",1,3.81,4.5,3.81,0.69,4.5,,,,,,,"NIU"
,"28-09-2019",,,,"BT01","001329",,,,,1,"ITEMS VARIOS",1,2.29,2.7,2.29,0.41,2.7,,,,,,,"NIU"
,"28-09-2019",,,,"BT01","001330",,,,,1,"ITEMS VARIOS",1,1.69,2,1.69,0.31,2,,,,,,,"NIU"
,"28-09-2019",,,,"BT01","001331",,,,,1,"ITEMS VARIOS",1,1.44,1.7,1.44,0.26,1.7,,,,,,,"NIU"
,"28-09-2019",,,,"BT01","001332",,,,,1,"ITEMS VARIOS",1,0.85,1,0.85,0.15,1,,,,,,,"NIU"
,"28-09-2019",,,,"BT01","001333",,,,,1,"ITEMS VARIOS",1,3.14,3.7,3.14,0.56,3.7,,,,,,,"NIU"
,"28-09-2019",,,,"BT01","001334",,,,,1,"ITEMS VARIOS",1,25.42,30,25.42,4.58,30,,,,,,,"NIU"
,"28-09-2019",,,,"BT01","001335",,,,,1,"ITEMS VARIOS",1,19.58,23.1,19.58,3.52,23.1,,,,,,,"NIU"
,"28-09-2019",,,,"BT01","001336",,,,,1,"ITEMS VARIOS",1,1.69,2,1.69,0.31,2,,,,,,,"NIU"
,"28-09-2019",,,,"BT01","001337",,,,,1,"ITEMS VARIOS",1,4.66,5.5,4.66,0.84,5.5,,,,,,,"NIU"
,"28-09-2019",,,,"BT01","001338",,,,,1,"ITEMS VARIOS",1,4.41,5.2,4.41,0.79,5.2,,,,,,,"NIU"
