"B","04-09-2019","2019-09-04 00:00:00 -0500",1,99,"B101",18749,,,," ",5,"DIESEL PRO B5",2.10,10.08,11.89,21.19,3.81,25.00,18,1,,,,,"GLL",
"B",19-09-2019,"1","0001","99","B101","00020229",,,," ","03","GASOHOL 95",2.21,11.50,13.57,25.42,4.58,30.00,,,,,,,"GLL",
"B",19-09-2019,"1","0001","99","B101","00020230",,,," ","05","DIESEL PRO B5",4.21,10.08,11.89,42.37,7.63,50.00,,,,,,,"GLL",
"B",19-09-2019,"1","0001","99","B101","00020231",,,," ","02","GASOHOL 90",0.80,10.65,12.57,8.47,1.53,10.00,,,,,,,"GLL",
"B",19-09-2019,"1","0001","99","B101","00020232",,,," ","02","GASOHOL 90",1.19,10.65,12.57,12.71,2.29,15.00,,,,,,,"GLL",
"B",19-09-2019,"1","0001","99","B101","00020233",,,," ","03","GASOHOL 95",3.69,11.50,13.57,42.37,7.63,50.00,,,,,,,"GLL",
"B",19-09-2019,"1","0001","99","B101","00020234",,,," ","05","DIESEL PRO B5",0.84,10.08,11.89,8.47,1.53,10.00,,,,,,,"GLL",
"B",19-09-2019,"1","0001","99","B101","00020235",,,," ","03","GASOHOL 95",1.47,11.50,13.57,16.95,3.05,20.00,,,,,,,"GLL",
"B",19-09-2019,"1","0001","99","B101","00020236",,,," ","02","GASOHOL 90",0.40,10.65,12.57,4.24,0.76,5.00,,,,,,,"GLL",
"B",19-09-2019,"1","0001","99","B101","00020237",,,," ","02","GASOHOL 90",0.20,10.65,12.57,2.12,0.38,2.50,,,,,,,"GLL",
"B",19-09-2019,"1","0001","99","B101","00020238",,,," ","02","GASOHOL 90",0.80,10.65,12.57,8.47,1.53,10.00,,,,,,,"GLL",
"B",19-09-2019,"1","0001","99","B101","00020239",,,," ","02","GASOHOL 90",0.80,10.65,12.57,8.47,1.53,10.00,,,,,,,"GLL",
"B",19-09-2019,"1","0001","99","B101","00020240",,,," ","02","GASOHOL 90",1.59,10.65,12.57,16.95,3.05,20.00,,,,,,,"GLL",
"B",19-09-2019,"1","0001","99","B101","00020241",,,," ","05","DIESEL PRO B5",4.21,10.08,11.89,42.37,7.63,50.00,,,,,,,"GLL",
"B",19-09-2019,"1","0001","99","B101","00020242",,,," ","02","GASOHOL 90",7.96,10.65,12.57,84.75,15.25,100.00,,,,,,,"GLL",
"B",19-09-2019,"1","0001","99","B101","00020243",,,," ","05","DIESEL PRO B5",10.09,10.08,11.89,101.69,18.31,120.00,,,,,,,"GLL",
"B",19-09-2019,"1","0001","99","B101","00020244",,,," ","03","GASOHOL 95",0.22,11.50,13.57,2.54,0.46,3.00,,,,,,,"GLL",
"B",19-09-2019,"1","0001","99","B101","00020245",,,," ","02","GASOHOL 90",0.16,10.65,12.57,1.69,0.31,2.00,,,,,,,"GLL",
"B",19-09-2019,"1","0001","99","B101","00020246",,,," ","02","GASOHOL 90",0.80,10.65,12.57,8.47,1.53,10.00,,,,,,,"GLL",
"B",19-09-2019,"1","0001","99","B101","00020247",,,," ","02","GASOHOL 90",0.40,10.65,12.57,4.24,0.76,5.00,,,,,,,"GLL",
"B",19-09-2019,"1","0001","99","B101","00020248",,,," ","02","GASOHOL 90",0.80,10.65,12.57,8.47,1.53,10.00,,,,,,,"GLL",
"B",19-09-2019,"1","0001","99","B101","00020249",,,," ","03","GASOHOL 95",1.11,11.50,13.57,12.71,2.29,15.00,,,,,,,"GLL",
"B",19-09-2019,"1","0001","99","B101","00020250",,,," ","02","GASOHOL 90",2.39,10.65,12.57,25.42,4.58,30.00,,,,,,,"GLL",
"B",19-09-2019,"1","0001","99","B101","00020251",,,," ","02","GASOHOL 90",0.80,10.65,12.57,8.47,1.53,10.00,,,,,,,"GLL",
"B",19-09-2019,"1","0001","99","B101","00020252",,,," ","02","GASOHOL 90",0.56,10.65,12.57,5.93,1.07,7.00,,,,,,,"GLL",
"B",19-09-2019,"1","0001","99","B101","00020253",,,," ","02","GASOHOL 90",0.40,10.65,12.57,4.24,0.76,5.00,,,,,,,"GLL",
"B",19-09-2019,"1","0001","99","B101","00020254",,,," ","05","DIESEL PRO B5",2.02,10.08,11.89,20.34,3.66,24.00,,,,,,,"GLL",
"B",19-09-2019,"1","0001","99","B101","00020255",,,," ","02","GASOHOL 90",0.80,10.65,12.57,8.47,1.53,10.00,,,,,,,"GLL",
"B",19-09-2019,"1","0001","99","B101","00020256",,,," ","04","GASOHOL 98",1.33,12.70,14.99,16.95,3.05,20.00,,,,,,,"GLL",
"B",19-09-2019,"1","0001","99","B101","00020257",,,," ","05","DIESEL PRO B5",4.21,10.08,11.89,42.37,7.63,50.00,,,,,,,"GLL",
"B",19-09-2019,"1","0001","99","B101","00020258",,,," ","02","GASOHOL 90",1.59,10.65,12.57,16.95,3.05,20.00,,,,,,,"GLL",
"B",19-09-2019,"1","0001","99","B101","00020259",,,," ","05","DIESEL PRO B5",2.10,10.08,11.89,21.19,3.81,25.00,,,,,,,"GLL",
"B",19-09-2019,"1","0001","99","B101","00020260",,,," ","03","GASOHOL 95",0.74,11.50,13.57,8.47,1.53,10.00,,,,,,,"GLL",
"B",19-09-2019,"1","0001","99","B101","00020261",,,," ","02","GASOHOL 90",0.80,10.65,12.57,8.47,1.53,10.00,,,,,,,"GLL",
"B",19-09-2019,"1","0001","99","B101","00020262",,,," ","03","GASOHOL 95",0.74,11.50,13.57,8.47,1.53,10.00,,,,,,,"GLL",
"B",19-09-2019,"1","0001","99","B101","00020263",,,," ","02","GASOHOL 90",1.59,10.65,12.57,16.95,3.05,20.00,,,,,,,"GLL",
"B",19-09-2019,"1","0001","99","B101","00020264",,,," ","05","DIESEL PRO B5",0.84,10.08,11.89,8.47,1.53,10.00,,,,,,,"GLL",
"B",19-09-2019,"1","0001","99","B101","00020265",,,," ","03","GASOHOL 95",5.90,11.50,13.57,67.80,12.20,80.00,,,,,,,"GLL",
"B",19-09-2019,"1","0001","99","B101","00020266",,,," ","02","GASOHOL 90",0.24,10.65,12.57,2.54,0.46,3.00,,,,,,,"GLL",
"B",19-09-2019,"1","0001","99","B101","00020267",,,," ","02","GASOHOL 90",1.59,10.65,12.57,16.95,3.05,20.00,,,,,,,"GLL",
"B",19-09-2019,"1","0001","99","B101","00020268",,,," ","02","GASOHOL 90",1.59,10.65,12.57,16.95,3.05,20.00,,,,,,,"GLL",
"B",19-09-2019,"1","0001","99","B101","00020269",,,," ","04","GASOHOL 98",6.67,12.70,14.99,84.75,15.25,100.00,,,,,,,"GLL",
"B",19-09-2019,"1","0001","99","B101","00020270",,,," ","05","DIESEL PRO B5",0.84,10.08,11.89,8.47,1.53,10.00,,,,,,,"GLL",
"B",19-09-2019,"1","0001","99","B101","00020271",,,," ","02","GASOHOL 90",0.80,10.65,12.57,8.47,1.53,10.00,,,,,,,"GLL",
"B",19-09-2019,"1","0001","99","B101","00020272",,,," ","02","GASOHOL 90",1.59,10.65,12.57,16.95,3.05,20.00,,,,,,,"GLL",
"B",19-09-2019,"1","0001","99","B101","00020273",,,," ","02","GASOHOL 90",0.80,10.65,12.57,8.47,1.53,10.00,,,,,,,"GLL",
"B",19-09-2019,"1","0001","99","B101","00020274",,,," ","02","GASOHOL 90",0.80,10.65,12.57,8.47,1.53,10.00,,,,,,,"GLL",
"B",19-09-2019,"1","0001","99","B101","00020275",,,," ","05","DIESEL PRO B5",8.41,10.08,11.89,84.75,15.25,100.00,,,,,,,"GLL",
"B",19-09-2019,"1","0001","99","B101","00020276",,,," ","02","GASOHOL 90",0.40,10.65,12.57,4.24,0.76,5.00,,,,,,,"GLL",
"B",19-09-2019,"1","0001","99","B101","00020277",,,," ","05","DIESEL PRO B5",1.68,10.08,11.89,16.95,3.05,20.00,,,,,,,"GLL",
"B",19-09-2019,"1","0001","99","B101","00020278",,,," ","05","DIESEL PRO B5",3.36,10.08,11.89,33.90,6.10,40.00,,,,,,,"GLL",
"B",19-09-2019,"1","0001","99","B101","00020279",,,," ","03","GASOHOL 95",2.21,11.50,13.57,25.42,4.58,30.00,,,,,,,"GLL",
"B",19-09-2019,"1","0001","99","B101","00020280",,,," ","02","GASOHOL 90",0.80,10.65,12.57,8.47,1.53,10.00,,,,,,,"GLL",
"B",19-09-2019,"1","0001","99","B101","00020281",,,," ","03","GASOHOL 95",1.11,11.50,13.57,12.71,2.29,15.00,,,,,,,"GLL",
"B",19-09-2019,"1","0001","99","B101","00020282",,,," ","02","GASOHOL 90",0.40,10.65,12.57,4.24,0.76,5.00,,,,,,,"GLL",
"B",19-09-2019,"1","0001","99","B101","00020283",,,," ","05","DIESEL PRO B5",1.78,10.08,11.89,17.97,3.23,21.20,,,,,,,"GLL",
"B",19-09-2019,"1","0001","99","B101","00020284",,,," ","03","GASOHOL 95",2.21,11.50,13.57,25.42,4.58,30.00,,,,,,,"GLL",
"B",19-09-2019,"1","0001","99","B101","00020285",,,," ","05","DIESEL PRO B5",1.68,10.08,11.89,16.95,3.05,20.00,,,,,,,"GLL",
