B,01-01-2020,01/01/2020,99,,BB01,20829,,,0,158175,3,GAS 95,8.79,12.53,14.79,110.17,19.83,130,,,,,,,GLL
B,01-01-2020,01/01/2020,99,,BB01,20830,,,0,158215,5,DIESEL B5 S50,4.17,10.16,11.99,42.37,7.63,50,,,,,,,GLL
B,01-01-2020,01/01/2020,99,,BB01,20831,,,0,158219,3,GAS 95,3.381,12.53,14.79,42.37,7.63,50,,,,,,,GLL
B,01-01-2020,01/01/2020,99,,BB01,20832,,,0,158220,3,GAS 95,2.028,12.53,14.79,25.42,4.58,30,,,,,,,GLL
B,01-01-2020,01/01/2020,99,,BB01,20833,,,0,158226,5,DIESEL B5 S50,10.008,10.16,11.99,101.69,18.31,120,,,,,,,GLL
B,01-01-2020,01/01/2020,99,,BB01,20834,C_000001,C_000001,0,,3,GAS 95,2.028,12.53,14.79,25.42,4.58,30,,,,,,,GLL
B,01-01-2020,01/01/2020,99,,BB01,20835,,,0,158239,5,DIESEL B5 S50,1.668,10.16,11.99,16.95,3.05,20,,,,,,,GLL
B,01-01-2020,01/01/2020,99,,BB01,20836,,,0,158256,5,DIESEL B5 S50,3.336,10.16,11.99,33.90,6.10,40,,,,,,,GLL
B,01-01-2020,01/01/2020,99,,BB01,20837,,,0,158260,2,GAS 90,0.827,10.50,12.39,8.69,1.56,10.25,,,,,,,GLL
B,01-01-2020,01/01/2020,99,,BB01,20838,,,0,158262,3,GAS 95,2.705,12.53,14.79,33.90,6.10,40,,,,,,,GLL
B,01-01-2020,01/01/2020,99,,BB01,20839,,,0,158265,2,GAS 90,2.421,10.50,12.39,25.42,4.58,30,,,,,,,GLL
B,01-01-2020,01/01/2020,99,,BB01,20840,,,0,158275,2,GAS 90,4.036,10.50,12.39,42.37,7.63,50,,,,,,,GLL
B,01-01-2020,01/01/2020,99,,BB01,20841,,,0,158279,3,GAS 95,3.381,12.53,14.79,42.37,7.63,50,,,,,,,GLL
B,01-01-2020,01/01/2020,99,,BB01,20842,,,0,158294,2,GAS 90,5.65,10.50,12.39,59.32,10.68,70,,,,,,,GLL
B,01-01-2020,01/01/2020,99,,BB01,20843,,,1942,158299,4,GAS 98,1.888,13.47,15.89,25.42,4.58,30,,,,,,,GLL
B,01-01-2020,01/01/2020,99,,BB01,20844,,,0,158315,3,GAS 95,2.028,12.53,14.79,25.42,4.58,30,,,,,,,GLL
B,01-01-2020,01/01/2020,99,,BB01,20845,,,0,158330,5,DIESEL B5 S50,9.921,10.16,11.99,100.81,18.14,118.95,,,,,,,GLL
B,01-01-2020,01/01/2020,99,,BB01,20846,,,0,158351,3,GAS 95,3.381,12.53,14.79,42.37,7.63,50,,,,,,,GLL
B,01-01-2020,01/01/2020,99,,BB01,20847,,,0,158355,3,GAS 95,3.381,12.53,14.79,42.37,7.63,50,,,,,,,GLL
B,01-01-2020,01/01/2020,99,,BB01,20848,,,0,158366,5,DIESEL B5 S50,2.502,10.16,11.99,25.42,4.58,30,,,,,,,GLL
B,01-01-2020,01/01/2020,99,,BB01,20849,,,0,158362,3,GAS 95,2.028,12.53,14.79,25.42,4.58,30,,,,,,,GLL
B,01-01-2020,01/01/2020,99,,BB01,20850,,,0,158429,2,GAS 90,1.614,10.50,12.39,16.95,3.05,20,,,,,,,GLL
B,01-01-2020,01/01/2020,99,,BB01,20851,,,0,158428,4,GAS 98,3.776,13.47,15.89,50.85,9.15,60,,,,,,,GLL
B,01-01-2020,01/01/2020,99,,BB01,20852,C_000001,C_000001,0,,2,GAS 90,0.807,10.50,12.39,8.47,1.53,10,,,,,,,GLL
B,01-01-2020,01/01/2020,99,,BB01,20853,C_000001,C_000001,0,,2,GAS 90,0.807,10.50,12.39,8.47,1.53,10,,,,,,,GLL
B,01-01-2020,01/01/2020,99,,BB01,20854,C_000001,C_000001,0,,2,GAS 90,0.807,10.50,12.39,8.47,1.53,10,,,,,,,GLL
B,01-01-2020,01/01/2020,99,,BB01,20855,,,0,158469,4,GAS 98,1.888,13.47,15.89,25.42,4.58,30,,,,,,,GLL
B,01-01-2020,01/01/2020,99,,BB01,20856,C_000001,C_000001,0,,2,GAS 90,1.211,10.50,12.39,12.71,2.29,15,,,,,,,GLL
B,01-01-2020,01/01/2020,99,,BB01,20857,,,0,158471,2,GAS 90,1.614,10.50,12.39,16.95,3.05,20,,,,,,,GLL
B,01-01-2020,01/01/2020,99,,BB01,20858,C_000001,C_000001,0,,3,GAS 95,2.028,12.53,14.79,25.42,4.58,30,,,,,,,GLL
B,01-01-2020,01/01/2020,99,,BB01,20859,C_000001,C_000001,0,,3,GAS 95,1.352,12.53,14.79,16.95,3.05,20,,,,,,,GLL
B,01-01-2020,01/01/2020,99,,BB01,20860,C_000001,C_000001,0,,2,GAS 90,2.421,10.50,12.39,25.42,4.58,30,,,,,,,GLL
B,01-01-2020,01/01/2020,99,,BB01,20861,,,0,158489,3,GAS 95,0.676,12.53,14.79,8.47,1.53,10,,,,,,,GLL
B,01-01-2020,01/01/2020,99,,BB01,20862,,,0,158490,5,DIESEL B5 S50,3.336,10.16,11.99,33.90,6.10,40,,,,,,,GLL
B,01-01-2020,01/01/2020,99,,BB01,20863,,,0,158492,2,GAS 90,0.807,10.50,12.39,8.47,1.53,10,,,,,,,GLL
B,01-01-2020,01/01/2020,99,,BB01,20864,,,0,158502,4,GAS 98,3.147,13.47,15.89,42.37,7.63,50,,,,,,,GLL
B,01-01-2020,01/01/2020,99,,BB01,20865,,,0,158507,3,GAS 95,3.381,12.53,14.79,42.37,7.63,50,,,,,,,GLL
B,01-01-2020,01/01/2020,99,,BB01,20866,C_000001,C_000001,0,,3,GAS 95,1.352,12.53,14.79,16.95,3.05,20,,,,,,,GLL
B,01-01-2020,01/01/2020,99,,BB01,20867,,,0,158521,5,DIESEL B5 S50,11.677,10.16,11.99,118.65,21.36,140.01,,,,,,,GLL
B,01-01-2020,01/01/2020,99,,BB01,20868,C_000001,C_000001,0,,2,GAS 90,0.807,10.50,12.39,8.47,1.53,10,,,,,,,GLL
B,01-01-2020,01/01/2020,99,,BB01,20869,,,0,158532,5,DIESEL B5 S50,4.17,10.16,11.99,42.37,7.63,50,,,,,,,GLL
B,01-01-2020,01/01/2020,99,,BB01,20870,C_000001,C_000001,0,,3,GAS 95,1.352,12.53,14.79,16.95,3.05,20,,,,,,,GLL
B,01-01-2020,01/01/2020,99,,BB01,20871,,,0,158537,3,GAS 95,1.352,12.53,14.79,16.95,3.05,20,,,,,,,GLL
B,01-01-2020,01/01/2020,99,,BB01,20872,,,0,158542,2,GAS 90,0.807,10.50,12.39,8.47,1.53,10,,,,,,,GLL
B,01-01-2020,01/01/2020,99,,BB01,20873,C_000001,C_000001,0,,2,GAS 90,0.807,10.50,12.39,8.47,1.53,10,,,,,,,GLL
B,01-01-2020,01/01/2020,99,,BB01,20874,C_000001,C_000001,0,,2,GAS 90,0.404,10.50,12.39,4.24,0.76,5,,,,,,,GLL
B,01-01-2020,01/01/2020,99,,BB01,20875,,,0,158557,5,DIESEL B5 S50,9.058,10.16,11.99,92.04,16.57,108.61,,,,,,,GLL
B,01-01-2020,01/01/2020,99,,BB01,20876,,,0,158570,5,DIESEL B5 S50,8.34,10.16,11.99,84.75,15.25,100,,,,,,,GLL
B,01-01-2020,01/01/2020,99,,BB02,40336,,,0,158151,8,GLP,22.46,1.22,1.44,27.46,4.94,32.4,,,,,,,GLL
B,01-01-2020,01/01/2020,99,,BB02,40337,C_000001,C_000001,0,,8,GLP,13.05,1.22,1.44,15.93,2.87,18.8,,,,,,,GLL
B,01-01-2020,01/01/2020,99,,BB02,40338,C_000001,C_000001,0,,8,GLP,6.94,1.22,1.44,8.47,1.53,10,,,,,,,GLL
B,01-01-2020,01/01/2020,99,,BB02,40339,C_000001,C_000001,0,,8,GLP,27.68,1.22,1.44,33.81,6.09,39.9,,,,,,,GLL
B,01-01-2020,01/01/2020,99,,BB02,40340,C_000001,C_000001,0,,8,GLP,5.99,1.22,1.44,7.37,1.33,8.7,,,,,,,GLL
B,01-01-2020,01/01/2020,99,,BB02,40341,C_000001,C_000001,0,,8,GLP,13.88,1.22,1.44,16.95,3.05,20,,,,,,,GLL
B,01-01-2020,01/01/2020,99,,BB02,40342,C_000001,C_000001,0,,8,GLP,19.33,1.22,1.44,23.64,4.26,27.9,,,,,,,GLL
B,01-01-2020,01/01/2020,99,,BB02,40343,C_000001,C_000001,0,,8,GLP,1.98,1.22,1.44,2.46,0.44,2.9,,,,,,,GLL
B,01-01-2020,01/01/2020,99,,BB02,40344,,,0,158187,8,GLP,17.36,1.22,1.44,21.19,3.81,25,,,,,,,GLL
B,01-01-2020,01/01/2020,99,,BB02,40345,C_000001,C_000001,0,,8,GLP,17.98,1.22,1.44,21.95,3.95,25.9,,,,,,,GLL
B,01-01-2020,01/01/2020,99,,BB02,40346,C_000001,C_000001,0,,8,GLP,19.05,1.22,1.44,23.31,4.19,27.5,,,,,,,GLL
B,01-01-2020,01/01/2020,99,,BB02,40347,C_000001,C_000001,0,,8,GLP,9.04,1.22,1.44,11.10,2.00,13.1,,,,,,,GLL
B,01-01-2020,01/01/2020,99,,BB02,40348,,,0,158196,8,GLP,13.88,1.22,1.44,16.95,3.05,20,,,,,,,GLL
B,01-01-2020,01/01/2020,99,,BB02,40349,C_000001,C_000001,0,,8,GLP,13.88,1.22,1.44,16.95,3.05,20,,,,,,,GLL
B,01-01-2020,01/01/2020,99,,BB02,40350,C_000001,C_000001,0,,8,GLP,13.88,1.22,1.44,16.95,3.05,20,,,,,,,GLL
B,01-01-2020,01/01/2020,99,,BB02,40351,,,0,158201,8,GLP,20.83,1.22,1.44,25.42,4.58,30,,,,,,,GLL
B,01-01-2020,01/01/2020,99,,BB02,40352,,,0,158206,8,GLP,22.49,1.22,1.44,27.46,4.94,32.4,,,,,,,GLL
B,01-01-2020,01/01/2020,99,,BB02,40353,,,0,158207,8,GLP,13.88,1.22,1.44,16.95,3.05,20,,,,,,,GLL
B,01-01-2020,01/01/2020,99,,BB02,40354,C_000001,C_000001,0,,8,GLP,17.83,1.22,1.44,21.78,3.92,25.7,,,,,,,GLL
B,01-01-2020,01/01/2020,99,,BB02,40355,C_000001,C_000001,0,,8,GLP,2.85,1.22,1.44,3.56,0.64,4.2,,,,,,,GLL
B,01-01-2020,01/01/2020,99,,BB02,40356,,,0,158214,8,GLP,20.83,1.22,1.44,25.42,4.58,30,,,,,,,GLL
B,01-01-2020,01/01/2020,99,,BB02,40357,C_000001,C_000001,0,,8,GLP,23.58,1.22,1.44,28.81,5.19,34,,,,,,,GLL
B,01-01-2020,01/01/2020,99,,BB02,40358,,,0,158222,8,GLP,25.38,1.22,1.44,31.02,5.58,36.6,,,,,,,GLL
B,01-01-2020,01/01/2020,99,,BB02,40359,,,0,158224,8,GLP,20.83,1.22,1.44,25.42,4.58,30,,,,,,,GLL
B,01-01-2020,01/01/2020,99,,BB02,40360,C_000001,C_000001,0,,8,GLP,10.14,1.22,1.44,12.46,2.24,14.7,,,,,,,GLL
B,01-01-2020,01/01/2020,99,,BB02,40361,C_000001,C_000001,0,,8,GLP,22.83,1.22,1.44,27.88,5.02,32.9,,,,,,,GLL
B,01-01-2020,01/01/2020,99,,BB02,40362,C_000001,C_000001,0,,8,GLP,22.26,1.22,1.44,27.20,4.90,32.1,,,,,,,GLL
B,01-01-2020,01/01/2020,99,,BB02,40363,,,0,158241,8,GLP,20.83,1.22,1.44,25.42,4.58,30,,,,,,,GLL
B,01-01-2020,01/01/2020,99,,BB02,40364,,,0,158244,8,GLP,15.18,1.22,1.44,18.56,3.34,21.9,,,,,,,GLL
B,01-01-2020,01/01/2020,99,,BB02,40365,,,0,158248,8,GLP,10.41,1.22,1.44,12.71,2.29,15,,,,,,,GLL
B,01-01-2020,01/01/2020,99,,BB02,40366,C_000001,C_000001,0,,8,GLP,6.45,1.22,1.44,7.88,1.42,9.3,,,,,,,GLL
B,01-01-2020,01/01/2020,99,,BB02,40367,C_000001,C_000001,0,,8,GLP,17.36,1.22,1.44,21.19,3.81,25,,,,,,,GLL
B,01-01-2020,01/01/2020,99,,BB02,40368,C_000001,C_000001,0,,8,GLP,38.66,1.22,1.44,47.20,8.50,55.7,,,,,,,GLL
B,01-01-2020,01/01/2020,99,,BB02,40369,C_000001,C_000001,0,,8,GLP,13.29,1.22,1.44,16.27,2.93,19.2,,,,,,,GLL
B,01-01-2020,01/01/2020,99,,BB02,40370,C_000001,C_000001,0,,8,GLP,6.94,1.22,1.44,8.47,1.53,10,,,,,,,GLL
B,01-01-2020,01/01/2020,99,,BB02,40371,C_000001,C_000001,0,,2,GAS 90,0.565,10.50,12.39,5.93,1.07,7,,,,,,,GLL
B,01-01-2020,01/01/2020,99,,BB02,40372,C_000001,C_000001,0,,8,GLP,15.27,1.22,1.44,18.64,3.36,22,,,,,,,GLL
B,01-01-2020,01/01/2020,99,,BB02,40373,C_000001,C_000001,0,,8,GLP,27.73,1.22,1.44,33.90,6.10,40,,,,,,,GLL
B,01-01-2020,01/01/2020,99,,BB02,40374,C_000001,C_000001,0,,8,GLP,13.88,1.22,1.44,16.95,3.05,20,,,,,,,GLL
B,01-01-2020,01/01/2020,99,,BB02,40375,C_000001,C_000001,0,,8,GLP,13.88,1.22,1.44,16.95,3.05,20,,,,,,,GLL
B,01-01-2020,01/01/2020,99,,BB02,40376,,,0,158282,4,GAS 98,6.293,13.47,15.89,84.75,15.25,100,,,,,,,GLL
B,01-01-2020,01/01/2020,99,,BB02,40377,,,0,158284,8,GLP,20.76,1.22,1.44,25.34,4.56,29.9,,,,,,,GLL
B,01-01-2020,01/01/2020,99,,BB02,40378,,,0,158285,8,GLP,20.32,1.22,1.44,24.83,4.47,29.3,,,,,,,GLL
B,01-01-2020,01/01/2020,99,,BB02,40379,C_000001,C_000001,0,,8,GLP,23.59,1.22,1.44,28.81,5.19,34,,,,,,,GLL
B,01-01-2020,01/01/2020,99,,BB02,40380,C_000001,C_000001,0,,8,GLP,24.26,1.22,1.44,29.66,5.34,35,,,,,,,GLL
B,01-01-2020,01/01/2020,99,,BB02,40381,,,0,158291,8,GLP,32.8,1.22,1.44,40.08,7.22,47.3,,,,,,,GLL
B,01-01-2020,01/01/2020,99,,BB02,40382,C_000001,C_000001,0,,8,GLP,6.05,1.22,1.44,7.46,1.34,8.8,,,,,,,GLL
B,01-01-2020,01/01/2020,99,,BB02,40383,,,0,158300,8,GLP,34.72,1.22,1.44,42.37,7.63,50,,,,,,,GLL
B,01-01-2020,01/01/2020,99,,BB02,40384,C_000001,C_000001,0,,8,GLP,11.64,1.22,1.44,14.24,2.56,16.8,,,,,,,GLL
B,01-01-2020,01/01/2020,99,,BB02,40385,C_000001,C_000001,0,,8,GLP,0.1,1.22,1.44,0.17,0.03,0.2,,,,,,,GLL
B,01-01-2020,01/01/2020,99,,BB02,40386,C_000001,C_000001,0,,8,GLP,34.72,1.22,1.44,42.37,7.63,50,,,,,,,GLL
B,01-01-2020,01/01/2020,99,,BB02,40387,C_000001,C_000001,0,,8,GLP,13.88,1.22,1.44,16.95,3.05,20,,,,,,,GLL
B,01-01-2020,01/01/2020,99,,BB02,40388,C_000001,C_000001,0,,8,GLP,11.58,1.22,1.44,14.15,2.55,16.7,,,,,,,GLL
B,01-01-2020,01/01/2020,99,,BB02,40389,C_000001,C_000001,0,,8,GLP,6.04,1.22,1.44,7.37,1.33,8.7,,,,,,,GLL
B,01-01-2020,01/01/2020,99,,BB02,40390,,,..02,158314,8,GLP,11.62,1.22,1.44,14.24,2.56,16.8,,,,,,,GLL
B,01-01-2020,01/01/2020,99,,BB02,40391,,,0,158316,8,GLP,22.88,1.22,1.44,27.97,5.03,33,,,,,,,GLL
B,01-01-2020,01/01/2020,99,,BB02,40392,,,0,158317,8,GLP,20.07,1.22,1.44,24.58,4.42,29,,,,,,,GLL
B,01-01-2020,01/01/2020,99,,BB02,40393,,,0,158319,8,GLP,10.41,1.22,1.44,12.71,2.29,15,,,,,,,GLL
B,01-01-2020,01/01/2020,99,,BB02,40394,,,0,158322,8,GLP,13.88,1.22,1.44,16.95,3.05,20,,,,,,,GLL
B,01-01-2020,01/01/2020,99,,BB02,40395,,,0,158323,8,GLP,9.09,1.22,1.44,11.10,2.00,13.1,,,,,,,GLL
B,01-01-2020,01/01/2020,99,,BB02,40396,,,0,158324,8,GLP,10.41,1.22,1.44,12.71,2.29,15,,,,,,,GLL
B,01-01-2020,01/01/2020,99,,BB02,40397,,,0,158328,8,GLP,20.8,1.22,1.44,25.42,4.58,30,,,,,,,GLL
B,01-01-2020,01/01/2020,99,,BB02,40398,,,0,158332,8,GLP,20.83,1.22,1.44,25.42,4.58,30,,,,,,,GLL
B,01-01-2020,01/01/2020,99,,BB02,40399,C_000001,C_000001,0,,8,GLP,13.88,1.22,1.44,16.95,3.05,20,,,,,,,GLL
B,01-01-2020,01/01/2020,99,,BB02,40400,C_000001,C_000001,0,,8,GLP,15.34,1.22,1.44,18.73,3.37,22.1,,,,,,,GLL
B,01-01-2020,01/01/2020,99,,BB02,40401,C_000001,C_000001,0,,8,GLP,13.88,1.22,1.44,16.95,3.05,20,,,,,,,GLL
B,01-01-2020,01/01/2020,99,,BB02,40402,,,0,158342,8,GLP,20.83,1.22,1.44,25.42,4.58,30,,,,,,,GLL
B,01-01-2020,01/01/2020,99,,BB02,40403,,,0,158346,8,GLP,6.94,1.22,1.44,8.47,1.53,10,,,,,,,GLL
B,01-01-2020,01/01/2020,99,,BB02,40404,,,0,158353,8,GLP,12.29,1.22,1.44,15.00,2.70,17.7,,,,,,,GLL
B,01-01-2020,01/01/2020,99,,BB02,40405,C_000001,C_000001,0,,8,GLP,22.24,1.22,1.44,27.20,4.90,32.1,,,,,,,GLL
B,01-01-2020,01/01/2020,99,,BB02,40406,C_000001,C_000001,0,,8,GLP,3.29,1.22,1.44,4.07,0.73,4.8,,,,,,,GLL
B,01-01-2020,01/01/2020,99,,BB02,40407,C_000001,C_000001,0,,8,GLP,32.1,1.22,1.44,39.24,7.06,46.3,,,,,,,GLL
B,01-01-2020,01/01/2020,99,,BB02,40408,C_000001,C_000001,0,,8,GLP,13.86,1.22,1.44,16.95,3.05,20,,,,,,,GLL
B,01-01-2020,01/01/2020,99,,BB02,40409,,,0,158376,8,GLP,20.83,1.22,1.44,25.42,4.58,30,,,,,,,GLL
B,01-01-2020,01/01/2020,99,,BB02,40410,C_000001,C_000001,0,,8,GLP,8.52,1.22,1.44,10.42,1.88,12.3,,,,,,,GLL
B,01-01-2020,01/01/2020,99,,BB02,40411,C_000001,C_000001,0,,8,GLP,6.94,1.22,1.44,8.47,1.53,10,,,,,,,GLL
B,01-01-2020,01/01/2020,99,,BB02,40412,C_000001,C_000001,0,,8,GLP,13.88,1.22,1.44,16.95,3.05,20,,,,,,,GLL
B,01-01-2020,01/01/2020,99,,BB02,40413,,,0,158385,8,GLP,10.31,1.22,1.44,12.63,2.27,14.9,,,,,,,GLL
B,01-01-2020,01/01/2020,99,,BB02,40414,,,0,158388,1,GAS 84,3.336,10.16,11.99,33.90,6.10,40,,,,,,,GLL
B,01-01-2020,01/01/2020,99,,BB02,40415,,,0,158389,2,GAS 90,0.807,10.50,12.39,8.47,1.53,10,,,,,,,GLL
B,01-01-2020,01/01/2020,99,,BB02,40416,C_000001,C_000001,0,,8,GLP,16.9,1.22,1.44,20.68,3.72,24.4,,,,,,,GLL
B,01-01-2020,01/01/2020,99,,BB02,40417,C_000001,C_000001,0,,8,GLP,20.83,1.22,1.44,25.42,4.58,30,,,,,,,GLL
B,01-01-2020,01/01/2020,99,,BB02,40418,,,0,158394,8,GLP,12.14,1.22,1.44,14.83,2.67,17.5,,,,,,,GLL
