,25-11-2019,X,FF01,FF01-354,FF01,354,20501889068,20501889068,,,4,GAS 98,9.98,12.7,14.99,126.78,22.82,149.6,,,,,,EMPRESA DE TRANSPORTES YUVIEL S.A.
,25-11-2019,X,FF01,FF01-354,FF01,354,20501889068,20501889068,,,5,DIESEL 2,777.34,10.41,12.28,8089.52,1456.11,9545.63,,,,,,EMPRESA DE TRANSPORTES YUVIEL S.A.
,25-11-2019,X,FF01,FF01-355,FF01,355,20550943060,20550943060,,,5,DIESEL 2,99.65,10.41,12.28,1037.05,186.67,1223.72,,,,,,SCLT PERU SAC
,25-11-2019,X,FF01,FF01-355,FF01,355,20550943060,20550943060,,,8,GLP,58.47,1.04,1.23,60.95,10.97,71.92,,,,,,SCLT PERU SAC
,25-11-2019,X,FF01,FF01-358,FF01,358,20602217508,20602217508,,,2,GAS 90,900,10.97,12.94,9869.49,1776.51,11646,,,,,,DIRECCION DE REDES INTEGRADAS DE SALUD LIMA NORTE
,25-11-2019,X,FF01,FF01-358,FF01,358,20602217508,20602217508,,,5,DIESEL 2,1750,10.61,12.52,18567.8,3342.2,21910,,,,,,DIRECCION DE REDES INTEGRADAS DE SALUD LIMA NORTE
,28-11-2019,X,FF01,FF01-375,FF01,375,20501889068,20501889068,,,4,GAS 98,19.36,12.71,14.99,245.93,44.27,290.2,,,,,,EMPRESA DE TRANSPORTES YUVIEL S.A.
,28-11-2019,X,FF01,FF01-375,FF01,375,20501889068,20501889068,,,5,DIESEL 2,751.03,10.41,12.28,7815.78,1406.84,9222.62,,,,,,EMPRESA DE TRANSPORTES YUVIEL S.A.
,25-11-2019,X,FF03,FF03-230,FF03,230,20600701691,20600701691,,,2,GAS 90,814.19,9.95,11.74,8103.56,1458.64,9562.2,,,,,,LINEA INTEGRAL DE SEGURIDAD S.A.C.
,25-11-2019,X,FF03,FF03-230,FF03,230,20600701691,20600701691,,,3,GAS 95,566.53,10.8,12.75,6119.8,1101.56,7221.36,,,,,,LINEA INTEGRAL DE SEGURIDAD S.A.C.
,25-11-2019,X,FF03,FF03-230,FF03,230,20600701691,20600701691,,,4,GAS 98,169.28,11.68,13.79,1977.7,355.99,2333.69,,,,,,LINEA INTEGRAL DE SEGURIDAD S.A.C.
,25-11-2019,X,FF03,FF03-232,FF03,232,20550943060,20550943060,,,5,DIESEL 2,95.26,10.41,12.28,991.45,178.46,1169.91,,,,,,SCLT PERU SAC
,25-11-2019,X,FF03,FF03-232,FF03,232,20550943060,20550943060,,,8,GLP,58.58,1.07,1.26,62.73,11.29,74.02,,,,,,SCLT PERU SAC
,25-11-2019,X,FF03,FF03-236,FF03,236,20603521391,20603521391,,,2,GAS 90,19.06,10.63,12.54,202.66,36.48,239.14,,,,,,CONSTRUCCIONES CPSDP SAC
,25-11-2019,X,FF03,FF03-236,FF03,236,20603521391,20603521391,,,3,GAS 95,30.6,11.66,13.75,356.69,64.2,420.89,,,,,,CONSTRUCCIONES CPSDP SAC
,25-11-2019,X,FF03,FF03-236,FF03,236,20603521391,20603521391,,,5,DIESEL 2,32.97,10.41,12.28,343.11,61.76,404.87,,,,,,CONSTRUCCIONES CPSDP SAC
,25-11-2019,X,FF03,FF03-236,FF03,236,20603521391,20603521391,,,8,GLP,202.35,1.08,1.27,217.66,39.18,256.84,,,,,,CONSTRUCCIONES CPSDP SAC
,25-11-2019,X,FF03,FF03-237,FF03,237,20550943060,20550943060,,,5,DIESEL 2,84.78,10.41,12.28,882.19,158.79,1040.98,,,,,,SCLT PERU SAC
,25-11-2019,X,FF03,FF03-237,FF03,237,20550943060,20550943060,,,8,GLP,30.5,1.09,1.29,33.35,6,39.35,,,,,,SCLT PERU SAC
,25-11-2019,X,FF03,FF03-238,FF03,238,20501889068,20501889068,,,2,GAS 90,0.86,10.59,12.49,9.14,1.64,10.78,,,,,,EMPRESA DE TRANSPORTES YUVIEL S.A.
,25-11-2019,X,FF03,FF03-238,FF03,238,20501889068,20501889068,,,5,DIESEL 2,129.12,10.41,12.28,1343.83,241.89,1585.72,,,,,,EMPRESA DE TRANSPORTES YUVIEL S.A.
,30-11-2019,X,FF03,FF03-247,FF03,247,20603521391,20603521391,,,2,GAS 90,10.18,10.63,12.54,108.19,19.47,127.66,,,,,,CONSTRUCCIONES CPSDP SAC
,30-11-2019,X,FF03,FF03-247,FF03,247,20603521391,20603521391,,,5,DIESEL 2,14.88,10.41,12.28,154.86,27.87,182.73,,,,,,CONSTRUCCIONES CPSDP SAC
,30-11-2019,X,FF03,FF03-247,FF03,247,20603521391,20603521391,,,8,GLP,79.25,1.1,1.3,87.22,15.7,102.92,,,,,,CONSTRUCCIONES CPSDP SAC
,26-11-2019,X,FF04,FF04-194,FF04,194,20600701691,20600701691,,,3,GAS 95,453.45,10.8,12.74,4897.59,881.57,5779.16,,,,,,LINEA INTEGRAL DE SEGURIDAD S.A.C.
,26-11-2019,X,FF04,FF04-194,FF04,194,20600701691,20600701691,,,4,GAS 98,146.27,11.68,13.79,1709.04,307.63,2016.67,,,,,,LINEA INTEGRAL DE SEGURIDAD S.A.C.
