B,07-11-2019,1,9,99,BB01,18312,C_000001,C_000001,0,,3,GAS 95,0.201,12.6186440678,14.89,2.5423728814,0.4576271186,3,,,,,,,GLL
B,07-11-2019,1,9,99,BB01,18313,C_000001,C_000001,0,,4,GAS 98,0.944,13.4661016949,15.89,12.7118644068,2.2881355932,15,,,,,,,GLL
B,07-11-2019,1,9,99,BB01,18314,C_000001,C_000001,0,,2,GAS 90,0.782,10.8389830508,12.79,8.4745762712,1.5254237288,10,,,,,,,GLL
B,07-11-2019,1,9,99,BB01,18315,C_000001,C_000001,0,,3,GAS 95,1.007,12.6186440678,14.89,12.7118644068,2.2881355932,15,,,,,,,GLL
B,07-11-2019,1,9,99,BB01,18316,,,0,140360,5,DIESEL B5 S50,8.554,9.906779661,11.69,84.7457627119,15.2542372881,100,,,,,,,GLL
B,07-11-2019,1,9,99,BB01,18317,C_000001,C_000001,0,,2,GAS 90,0.782,10.8389830508,12.79,8.4745762712,1.5254237288,10,,,,,,,GLL
B,07-11-2019,1,9,99,BB01,18318,C_000001,C_000001,0,,2,GAS 90,0.469,10.8389830508,12.79,5.0847457627,0.9152542373,6,,,,,,,GLL
B,07-11-2019,1,9,99,BB01,18319,C_000001,C_000001,0,,2,GAS 90,0.391,10.8389830508,12.79,4.2372881356,0.7627118644,5,,,,,,,GLL
B,07-11-2019,1,9,99,BB01,18320,C_000001,C_000001,0,,2,GAS 90,0.391,10.8389830508,12.79,4.2372881356,0.7627118644,5,,,,,,,GLL
B,07-11-2019,1,9,99,BB01,18321,C_000001,C_000001,0,,2,GAS 90,0.782,10.8389830508,12.79,8.4745762712,1.5254237288,10,,,,,,,GLL
B,07-11-2019,1,9,99,BB01,18322,C_000001,C_000001,0,,2,GAS 90,0.391,10.8389830508,12.79,4.2372881356,0.7627118644,5,,,,,,,GLL
B,07-11-2019,1,9,99,BB01,18323,C_000001,C_000001,0,,3,GAS 95,2.015,12.6186440678,14.89,25.4237288136,4.5762711864,30,,,,,,,GLL
B,07-11-2019,1,9,99,BB01,18324,C_000001,C_000001,0,,3,GAS 95,1.343,12.6186440678,14.89,16.9491525424,3.0508474576,20,,,,,,,GLL
B,07-11-2019,1,9,99,BB01,18325,,,0,140413,5,DIESEL B5 S50,2.566,9.906779661,11.69,25.4237288136,4.5762711864,30,,,,,,,GLL
B,07-11-2019,1,9,99,BB01,18326,C_000001,C_000001,0,,2,GAS 90,0.782,10.8389830508,12.79,8.4745762712,1.5254237288,10,,,,,,,GLL
B,07-11-2019,1,9,99,BB01,18327,C_000001,C_000001,0,,2,GAS 90,1.564,10.8389830508,12.79,16.9491525424,3.0508474576,20,,,,,,,GLL
B,07-11-2019,1,9,99,BB01,18328,C_000001,C_000001,0,,2,GAS 90,0.391,10.8389830508,12.79,4.2372881356,0.7627118644,5,,,,,,,GLL
B,07-11-2019,1,9,99,BB01,18329,C_000001,C_000001,0,,2,GAS 90,0.391,10.8389830508,12.79,4.2372881356,0.7627118644,5,,,,,,,GLL
B,07-11-2019,1,9,99,BB01,18330,C_000001,C_000001,0,,2,GAS 90,0.625,10.8389830508,12.79,6.7796610169,1.2203389831,8,,,,,,,GLL
B,07-11-2019,1,9,99,BB01,18331,,,0,140434,5,DIESEL B5 S50,17.109,9.906779661,11.69,169.4915254237,30.5084745763,200,,,,,,,GLL
B,07-11-2019,1,9,99,BB01,18332,C_000001,C_000001,0,,3,GAS 95,1.343,12.6186440678,14.89,16.9491525424,3.0508474576,20,,,,,,,GLL
B,07-11-2019,1,9,99,BB01,18333,C_000001,C_000001,0,,2,GAS 90,1.173,10.8389830508,12.79,12.7118644068,2.2881355932,15,,,,,,,GLL
B,07-11-2019,1,9,99,BB01,18334,,,0,140450,3,GAS 95,0.672,12.6186440678,14.89,8.4745762712,1.5254237288,10,,,,,,,GLL
B,07-11-2019,1,9,99,BB01,18335,C_000001,C_000001,0,,2,GAS 90,0.391,10.8389830508,12.79,4.2372881356,0.7627118644,5,,,,,,,GLL
B,07-11-2019,1,9,99,BB01,18336,C_000001,C_000001,0,,2,GAS 90,0.391,10.8389830508,12.79,4.2372881356,0.7627118644,5,,,,,,,GLL
B,07-11-2019,1,9,99,BB01,18337,C_000001,C_000001,0,,2,GAS 90,0.235,10.8389830508,12.79,2.5423728814,0.4576271186,3,,,,,,,GLL
B,07-11-2019,2,6,99,BB01,18338,,,0,140486,2,GAS 90,2.346,10.8389830508,12.79,25.4237288136,4.5762711864,30,,,,,,,GLL
B,07-11-2019,2,6,99,BB01,18339,C_000001,C_000001,0,,2,GAS 90,1.564,10.8389830508,12.79,16.9491525424,3.0508474576,20,,,,,,,GLL
B,07-11-2019,2,6,99,BB01,18340,,,0,140492,4,GAS 98,1.259,13.4661016949,15.89,16.9491525424,3.0508474576,20,,,,,,,GLL
B,07-11-2019,2,6,99,BB01,18341,C_000001,C_000001,0,,2,GAS 90,0.235,10.8389830508,12.79,2.5423728814,0.4576271186,3,,,,,,,GLL
B,07-11-2019,2,6,99,BB01,18342,C_000001,C_000001,0,,2,GAS 90,2.346,10.8389830508,12.79,25.4237288136,4.5762711864,30,,,,,,,GLL
B,07-11-2019,2,6,99,BB01,18343,C_000001,C_000001,0,,3,GAS 95,3.695,12.6186440678,14.89,46.6271186441,8.3928813559,55.02,,,,,,,GLL
B,07-11-2019,2,6,99,BB01,18344,C_000001,C_000001,0,,3,GAS 95,0.672,12.6186440678,14.89,8.4745762712,1.5254237288,10,,,,,,,GLL
B,07-11-2019,2,6,99,BB01,18345,C_000001,C_000001,0,,2,GAS 90,0.782,10.8389830508,12.79,8.4745762712,1.5254237288,10,,,,,,,GLL
B,07-11-2019,2,6,99,BB01,18346,C_000001,C_000001,0,,4,GAS 98,1.259,13.4661016949,15.89,16.9491525424,3.0508474576,20,,,,,,,GLL
B,07-11-2019,2,6,99,BB01,18347,C_000001,C_000001,0,,2,GAS 90,0.313,10.8389830508,12.79,3.3898305085,0.6101694915,4,,,,,,,GLL
