,31-12-2019,,,,BB06,9719,000C_000001,C_000001,,,2,GAS 90,3.521,12.0338983051,14.2,42.37,7.63,50,,,,,,,GLL
,31-12-2019,,,,BB06,9720,000C_000001,C_000001,,,2,GAS 90,4.789,12.0338983051,14.2,57.63,10.37,68,,,,,,,GLL
,31-12-2019,,,,BB06,9721,000C_000001,C_000001,,,2,GAS 90,10.563,12.0338983051,14.2,127.12,22.88,150,,,,,,,GLL
,31-12-2019,,,,BB06,9722,000C_000001,C_000001,,,2,GAS 90,2.676,12.0338983051,14.2,32.20,5.80,38,,,,,,,GLL
,31-12-2019,,,,BB06,9723,000C_000001,C_000001,,,2,GAS 90,2.676,12.0338983051,14.2,32.20,5.80,38,,,,,,,GLL
,31-12-2019,,,,BB06,9724,000C_000001,C_000001,,,2,GAS 90,2.465,12.0338983051,14.2,29.66,5.34,35,,,,,,,GLL
,31-12-2019,,,,BB06,9725,000C_000001,C_000001,,,2,GAS 90,2.465,12.0338983051,14.2,29.66,5.34,35,,,,,,,GLL
,31-12-2019,,,,BB06,9726,000C_000001,C_000001,,,2,GAS 90,2.465,12.0338983051,14.2,29.66,5.34,35,,,,,,,GLL
,31-12-2019,,,,BB06,9727,000C_000001,C_000001,,,2,GAS 90,2.465,12.0338983051,14.2,29.66,5.34,35,,,,,,,GLL
,31-12-2019,,,,BB06,9728,000C_000001,C_000001,,,2,GAS 90,2.465,12.0338983051,14.2,29.66,5.34,35,,,,,,,GLL
,31-12-2019,,,,BB06,9729,000C_000001,C_000001,,,2,GAS 90,4.296,12.0338983051,14.2,51.69,9.31,61,,,,,,,GLL
,31-12-2019,,,,BB06,9730,000C_000001,C_000001,,,2,GAS 90,4.014,12.0338983051,14.2,48.31,8.69,57,,,,,,,GLL
,31-12-2019,,,,BB06,9731,000C_000001,C_000001,,,2,GAS 90,2.465,12.0338983051,14.2,29.66,5.34,35,,,,,,,GLL
,31-12-2019,,,,BB06,9732,000C_000001,C_000001,,,2,GAS 90,4.789,12.0338983051,14.2,57.63,10.37,68,,,,,,,GLL
,31-12-2019,,,,BB06,9733,000C_000001,C_000001,,,2,GAS 90,2.465,12.0338983051,14.2,29.66,5.34,35,,,,,,,GLL
,31-12-2019,,,,BB06,9734,000C_000001,C_000001,,,2,GAS 90,7.042,12.0338983051,14.2,84.75,15.25,100,,,,,,,GLL
,31-12-2019,,,,BB06,9735,000C_000001,C_000001,,,2,GAS 90,2.465,12.0338983051,14.2,29.66,5.34,35,,,,,,,GLL
,31-12-2019,,,,BB06,9736,000C_000001,C_000001,,,2,GAS 90,2.465,12.0338983051,14.2,29.66,5.34,35,,,,,,,GLL
,31-12-2019,,,,BB06,9737,000C_000001,C_000001,,,2,GAS 90,1.408,12.0338983051,14.2,16.95,3.05,20,,,,,,,GLL
,31-12-2019,,,,BB06,9738,000C_000001,C_000001,,,2,GAS 90,3.521,12.0338983051,14.2,42.37,7.63,50,,,,,,,GLL
,31-12-2019,,,,BB06,9739,000C_000001,C_000001,,,2,GAS 90,3.521,12.0338983051,14.2,42.37,7.63,50,,,,,,,GLL
,31-12-2019,,,,BB06,9740,000C_000001,C_000001,,,2,GAS 90,1.056,12.0338983051,14.2,12.71,2.29,15,,,,,,,GLL
,31-12-2019,,,,BB06,9741,000C_000001,C_000001,,,2,GAS 90,2.113,12.0338983051,14.2,25.42,4.58,30,,,,,,,GLL
,31-12-2019,,,,BB06,9742,000C_000001,C_000001,,,2,GAS 90,2.465,12.0338983051,14.2,29.66,5.34,35,,,,,,,GLL
,31-12-2019,,,,BB06,9743,000C_000001,C_000001,,,2,GAS 90,2.465,12.0338983051,14.2,29.66,5.34,35,,,,,,,GLL
,31-12-2019,,,,BB06,9744,000C_000001,C_000001,,,2,GAS 90,2.465,12.0338983051,14.2,29.66,5.34,35,,,,,,,GLL
,31-12-2019,,,,BB06,9745,000C_000001,C_000001,,,2,GAS 90,2.465,12.0338983051,14.2,29.66,5.34,35,,,,,,,GLL
,31-12-2019,,,,BB06,9746,000C_000001,C_000001,,,2,GAS 90,1.408,12.0338983051,14.2,16.95,3.05,20,,,,,,,GLL
,31-12-2019,,,,BB06,9747,000C_000001,C_000001,,,2,GAS 90,2.465,12.0338983051,14.2,29.66,5.34,35,,,,,,,GLL
,31-12-2019,,,,BB06,9748,000C_000001,C_000001,,,2,GAS 90,5.634,12.0338983051,14.2,67.80,12.20,80,,,,,,,GLL
,31-12-2019,,,,BB06,9749,000C_000001,C_000001,,,2,GAS 90,14.085,12.0338983051,14.2,169.49,30.51,200,,,,,,,GLL
,31-12-2019,,,,BB06,9750,000C_000001,C_000001,,,2,GAS 90,3.521,12.0338983051,14.2,42.37,7.63,50,,,,,,,GLL
,31-12-2019,,,,BB06,9751,000C_000001,C_000001,,,2,GAS 90,6.338,12.0338983051,14.2,76.27,13.73,90,,,,,,,GLL
,31-12-2019,,,,BB06,9752,000C_000001,C_000001,,,2,GAS 90,2.465,12.0338983051,14.2,29.66,5.34,35,,,,,,,GLL
,31-12-2019,,,,BB06,9753,000C_000001,C_000001,,,2,GAS 90,2.465,12.0338983051,14.2,29.66,5.34,35,,,,,,,GLL
,31-12-2019,,,,BB06,9754,000C_000001,C_000001,,,2,GAS 90,2.465,12.0338983051,14.2,29.66,5.34,35,,,,,,,GLL
,31-12-2019,,,,BB06,9755,000C_000001,C_000001,,,2,GAS 90,2.465,12.0338983051,14.2,29.66,5.34,35,,,,,,,GLL
,31-12-2019,,,,BB06,9756,000C_000001,C_000001,,,2,GAS 90,7.042,12.0338983051,14.2,84.75,15.25,100,,,,,,,GLL
,31-12-2019,,,,BB06,9757,000C_000001,C_000001,,,2,GAS 90,3.521,12.0338983051,14.2,42.37,7.63,50,,,,,,,GLL
,31-12-2019,,,,BB06,9758,000C_000001,C_000001,,,2,GAS 90,3.648,12.0338983051,14.2,43.91,7.90,51.81,,,,,,,GLL
,31-12-2019,,,,BB06,9759,000C_000001,C_000001,,,2,GAS 90,61,12.0338983051,14.2,734.07,132.13,866.2,,,,,,,GLL
,31-12-2019,,,,BB06,9760,000C_000001,C_000001,,,2,GAS 90,3.521,12.0338983051,14.2,42.37,7.63,50,,,,,,,GLL
,31-12-2019,,,,BB06,9761,000C_000001,C_000001,,,2,GAS 90,2.465,12.0338983051,14.2,29.66,5.34,35,,,,,,,GLL
,31-12-2019,,,,BB06,9762,000C_000001,C_000001,,,2,GAS 90,2.465,12.0338983051,14.2,29.66,5.34,35,,,,,,,GLL
,31-12-2019,,,,BB06,9763,000C_000001,C_000001,,,2,GAS 90,2.465,12.0338983051,14.2,29.66,5.34,35,,,,,,,GLL
,31-12-2019,,,,BB06,9764,000C_000001,C_000001,,,2,GAS 90,1.408,12.0338983051,14.2,16.95,3.05,20,,,,,,,GLL
,31-12-2019,,,,BB06,9765,000C_000001,C_000001,,,2,GAS 90,3.535,12.0338983051,14.2,42.54,7.66,50.2,,,,,,,GLL
,31-12-2019,,,,BB06,9766,000C_000001,C_000001,,,2,GAS 90,3.521,12.0338983051,14.2,42.37,7.63,50,,,,,,,GLL
,31-12-2019,,,,BB06,9767,000C_000001,C_000001,,,2,GAS 90,3.803,12.0338983051,14.2,45.76,8.24,54,,,,,,,GLL
,31-12-2019,,,,BB06,9768,000C_000001,C_000001,,,2,GAS 90,4.93,12.0338983051,14.2,59.32,10.68,70,,,,,,,GLL
,31-12-2019,,,,BB06,9769,000C_000001,C_000001,,,2,GAS 90,5.634,12.0338983051,14.2,67.80,12.20,80,,,,,,,GLL
,31-12-2019,,,,BB06,9770,000C_000001,C_000001,,,2,GAS 90,1.761,12.0338983051,14.2,21.19,3.81,25,,,,,,,GLL
,31-12-2019,,,,BB06,9771,000C_000001,C_000001,,,2,GAS 90,5.634,12.0338983051,14.2,67.80,12.20,80,,,,,,,GLL
,31-12-2019,,,,BB06,9772,000C_000001,C_000001,,,2,GAS 90,0.563,12.0338983051,14.2,6.78,1.22,8,,,,,,,GLL
,31-12-2019,,,,BB06,9773,000C_000001,C_000001,,,2,GAS 90,4.93,12.0338983051,14.2,59.32,10.68,70,,,,,,,GLL
,31-12-2019,,,,BB06,9774,000C_000001,C_000001,,,2,GAS 90,3.521,12.0338983051,14.2,42.37,7.63,50,,,,,,,GLL
,31-12-2019,,,,BB06,9775,000C_000001,C_000001,,,2,GAS 90,5.634,12.0338983051,14.2,67.80,12.20,80,,,,,,,GLL
,31-12-2019,,,,BB06,9776,000C_000001,C_000001,,,2,GAS 90,2.465,12.0338983051,14.2,29.66,5.34,35,,,,,,,GLL
,31-12-2019,,,,BB06,9777,000C_000001,C_000001,,,2,GAS 90,5.634,12.0338983051,14.2,67.80,12.20,80,,,,,,,GLL
,31-12-2019,,,,BB06,9778,000C_000001,C_000001,,,2,GAS 90,5.634,12.0338983051,14.2,67.80,12.20,80,,,,,,,GLL
,31-12-2019,,,,BB06,9779,000C_000001,C_000001,,,2,GAS 90,2.465,12.0338983051,14.2,29.66,5.34,35,,,,,,,GLL
,31-12-2019,,,,BB06,9780,000C_000001,C_000001,,,2,GAS 90,4.93,12.0338983051,14.2,59.32,10.68,70,,,,,,,GLL
,31-12-2019,,,,BB06,9781,000C_000001,C_000001,,,2,GAS 90,1.408,12.0338983051,14.2,16.95,3.05,20,,,,,,,GLL
,31-12-2019,,,,BB06,9782,000C_000001,C_000001,,,2,GAS 90,5.634,12.0338983051,14.2,67.80,12.20,80,,,,,,,GLL
,31-12-2019,,,,BB06,9783,000C_000001,C_000001,,,2,GAS 90,2.465,12.0338983051,14.2,29.66,5.34,35,,,,,,,GLL
,31-12-2019,,,,BB06,9784,000C_000001,C_000001,,,2,GAS 90,2.465,12.0338983051,14.2,29.66,5.34,35,,,,,,,GLL
,31-12-2019,,,,BB06,9785,000C_000001,C_000001,,,2,GAS 90,2.465,12.0338983051,14.2,29.66,5.34,35,,,,,,,GLL
,31-12-2019,,,,BB06,9786,000C_000001,C_000001,,,2,GAS 90,2.465,12.0338983051,14.2,29.66,5.34,35,,,,,,,GLL
,31-12-2019,,,,BB06,9787,000C_000001,C_000001,,,2,GAS 90,6.831,12.0338983051,14.2,82.20,14.80,97,,,,,,,GLL
,31-12-2019,,,,BB06,9788,000C_000001,C_000001,,,2,GAS 90,2.465,12.0338983051,14.2,29.66,5.34,35,,,,,,,GLL
,31-12-2019,,,,BB06,9789,000C_000001,C_000001,,,2,GAS 90,2.676,12.0338983051,14.2,32.20,5.80,38,,,,,,,GLL
,31-12-2019,,,,BB06,9790,000C_000001,C_000001,,,2,GAS 90,2.676,12.0338983051,14.2,32.20,5.80,38,,,,,,,GLL
,31-12-2019,,,,BB06,9791,000C_000001,C_000001,,,2,GAS 90,2.465,12.0338983051,14.2,29.66,5.34,35,,,,,,,GLL
,31-12-2019,,,,BB06,9792,000C_000001,C_000001,,,2,GAS 90,2.465,12.0338983051,14.2,29.66,5.34,35,,,,,,,GLL
,31-12-2019,,,,BB06,9793,000C_000001,C_000001,,,2,GAS 90,2.465,12.0338983051,14.2,29.66,5.34,35,,,,,,,GLL
,31-12-2019,,,,BB06,9794,000C_000001,C_000001,,,2,GAS 90,5.634,12.0338983051,14.2,67.80,12.20,80,,,,,,,GLL
,31-12-2019,,,,BB06,9795,000C_000001,C_000001,,,2,GAS 90,3.521,12.0338983051,14.2,42.37,7.63,50,,,,,,,GLL
,31-12-2019,,,,BB06,9796,000C_000001,C_000001,,,2,GAS 90,5.634,12.0338983051,14.2,67.80,12.20,80,,,,,,,GLL
,31-12-2019,,,,BB06,9797,000C_000001,C_000001,,,2,GAS 90,3.521,12.0338983051,14.2,42.37,7.63,50,,,,,,,GLL
,31-12-2019,,,,BB06,9798,000C_000001,C_000001,,,2,GAS 90,1,12.0338983051,14.2,12.03,2.17,14.2,,,,,,,GLL
,31-12-2019,,,,BB06,9799,000C_000001,C_000001,,,2,GAS 90,5.648,12.0338983051,14.2,67.97,12.23,80.2,,,,,,,GLL
,31-12-2019,,,,BB06,9800,000C_000001,C_000001,,,2,GAS 90,10.563,12.0338983051,14.2,127.12,22.88,150,,,,,,,GLL
,31-12-2019,,,,BB06,9801,000C_000001,C_000001,,,2,GAS 90,3.908,12.0338983051,14.2,47.03,8.47,55.5,,,,,,,GLL
,31-12-2019,,,,BB06,9802,000C_000001,C_000001,,,2,GAS 90,3.521,12.0338983051,14.2,42.37,7.63,50,,,,,,,GLL
,31-12-2019,,,,BB06,9803,000C_000001,C_000001,,,2,GAS 90,5.282,12.0338983051,14.2,63.56,11.44,75,,,,,,,GLL
,31-12-2019,,,,BB06,9804,000C_000001,C_000001,,,2,GAS 90,2.676,12.0338983051,14.2,32.20,5.80,38,,,,,,,GLL
,31-12-2019,,,,BB06,9805,000C_000001,C_000001,,,2,GAS 90,5.634,12.0338983051,14.2,67.80,12.20,80,,,,,,,GLL
,31-12-2019,,,,BB06,9806,000C_000001,C_000001,,,2,GAS 90,3.655,12.0338983051,14.2,43.98,7.92,51.9,,,,,,,GLL
,31-12-2019,,,,BB06,9807,000C_000001,C_000001,,,2,GAS 90,1,11.6101694915,13.7,11.61,2.09,13.7,,,,,,,GLL
,31-12-2019,,,,BB06,9808,000C_000001,C_000001,,,2,GAS 90,1.927,11.6101694915,13.7,22.37,4.03,26.4,,,,,,,GLL
,31-12-2019,,,,BB06,9809,000C_000001,C_000001,,,2,GAS 90,7.299,11.6101694915,13.7,84.75,15.25,100,,,,,,,GLL
,31-12-2019,,,,BB06,9810,000C_000001,C_000001,,,2,GAS 90,3.65,11.6101694915,13.7,42.37,7.63,50,,,,,,,GLL
,31-12-2019,,,,BB06,9811,000C_000001,C_000001,,,2,GAS 90,5.036,11.6101694915,13.7,58.47,10.53,69,,,,,,,GLL
,31-12-2019,,,,BB06,9812,000C_000001,C_000001,,,2,GAS 90,6.131,11.6101694915,13.7,71.19,12.81,84,,,,,,,GLL
,31-12-2019,,,,BB06,9813,000C_000001,C_000001,,,2,GAS 90,5.839,11.6101694915,13.7,67.80,12.20,80,,,,,,,GLL
,31-12-2019,,,,BB06,9814,000C_000001,C_000001,,,2,GAS 90,2.555,11.6101694915,13.7,29.66,5.34,35,,,,,,,GLL
,31-12-2019,,,,BB06,9815,000C_000001,C_000001,,,2,GAS 90,2.555,11.6101694915,13.7,29.66,5.34,35,,,,,,,GLL
,31-12-2019,,,,BB06,9816,000C_000001,C_000001,,,2,GAS 90,2.555,11.6101694915,13.7,29.66,5.34,35,,,,,,,GLL
,31-12-2019,,,,BB06,9817,000C_000001,C_000001,,,2,GAS 90,5.839,11.6101694915,13.7,67.80,12.20,80,,,,,,,GLL
,31-12-2019,,,,BB06,9818,000C_000001,C_000001,,,2,GAS 90,2.555,11.6101694915,13.7,29.66,5.34,35,,,,,,,GLL
,31-12-2019,,,,BB06,9819,000C_000001,C_000001,,,2,GAS 90,2.555,11.6101694915,13.7,29.66,5.34,35,,,,,,,GLL
,31-12-2019,,,,BB06,9820,000C_000001,C_000001,,,2,GAS 90,2.555,11.6101694915,13.7,29.66,5.34,35,,,,,,,GLL
,31-12-2019,,,,BB06,9821,000C_000001,C_000001,,,2,GAS 90,2.555,11.6101694915,13.7,29.66,5.34,35,,,,,,,GLL
,31-12-2019,,,,BB06,9822,000C_000001,C_000001,,,2,GAS 90,7.08,11.6101694915,13.7,82.20,14.80,97,,,,,,,GLL
,31-12-2019,,,,BB06,9823,000C_000001,C_000001,,,2,GAS 90,3.65,11.6101694915,13.7,42.37,7.63,50,,,,,,,GLL
,31-12-2019,,,,BB06,9824,000C_000001,C_000001,,,2,GAS 90,2.555,11.6101694915,13.7,29.66,5.34,35,,,,,,,GLL
,31-12-2019,,,,BB06,9825,000C_000001,C_000001,,,2,GAS 90,5.839,11.6101694915,13.7,67.80,12.20,80,,,,,,,GLL
,31-12-2019,,,,BB06,9826,000C_000001,C_000001,,,2,GAS 90,3.65,11.6101694915,13.7,42.37,7.63,50,,,,,,,GLL
,31-12-2019,,,,BB06,9827,000C_000001,C_000001,,,2,GAS 90,2.555,11.6101694915,13.7,29.66,5.34,35,,,,,,,GLL
,31-12-2019,,,,BB06,9828,000C_000001,C_000001,,,2,GAS 90,1.825,11.6101694915,13.7,21.19,3.81,25,,,,,,,GLL
,31-12-2019,,,,BB06,9829,000C_000001,C_000001,,,2,GAS 90,1,11.6101694915,13.7,11.61,2.09,13.7,,,,,,,GLL
,31-12-2019,,,,BB06,9830,000C_000001,C_000001,,,5,DIESEL B5 S50,2.055,10.9745762712,12.95,22.56,4.06,26.62,,,,,,,GLL
,31-12-2019,,,,BB06,9831,000C_000001,C_000001,,,2,GAS 90,7.905,11.6101694915,13.7,91.78,16.52,108.3,,,,,,,GLL
,31-12-2019,,,,BB06,9832,000C_000001,C_000001,,,2,GAS 90,3.942,11.6101694915,13.7,45.76,8.24,54,,,,,,,GLL
,31-12-2019,,,,BB06,9833,000C_000001,C_000001,,,5,DIESEL B5 S50,7.722,10.9745762712,12.95,84.75,15.25,100,,,,,,,GLL
