"B","23-09-2019","2019-09-23 00:00:00 -0500",1,99,"B101",20758,,,," ",3,"GASOHOL 95",0.37,11.50,13.57,4.24,0.76,5.00,,1,,,,,"LTR",
"B","24-09-2019","2019-09-24 00:00:00 -0500",1,99,"B001",24116,,,," ",5,"DieselPro B5 S50 UV",32.94,10.03,11.84,330.51,59.49,390.00,18,1,,,,,"GLL",
"B","24-09-2019","2019-09-24 00:00:00 -0500",1,99,"B001",24115,,,," ",5,"DieselPro B5 S50 UV",8.28,10.03,11.84,83.07,14.95,98.02,18,1,,,,,"GLL",
"B","24-09-2019","2019-09-24 00:00:00 -0500",1,99,"B001",24114,,,," ",5,"DieselPro B5 S50 UV",6.08,10.03,11.84,61.02,10.98,72.00,18,1,,,,,"GLL",
"B","24-09-2019","2019-09-24 00:00:00 -0500",1,99,"B001",24113,,,," ",5,"DieselPro B5 S50 UV",11.82,10.03,11.84,118.64,21.36,140.00,18,1,,,,,"GLL",
"B","24-09-2019","2019-09-24 00:00:00 -0500",1,99,"B001",24112,,,," ",5,"DieselPro B5 S50 UV",17.74,10.03,11.84,177.97,32.04,210.01,18,1,,,,,"GLL",
"B","24-09-2019","2019-09-24 00:00:00 -0500",1,99,"B001",24111,,,," ",2,"Gasohol 90",1,10.75,12.69,10.75,1.94,12.69,18,1,,,,,"GLL",
"B","24-09-2019","2019-09-24 00:00:00 -0500",1,99,"B001",24110,,,," ",5,"DieselPro B5 S50 UV",4,10.03,11.84,40.14,7.22,47.36,18,1,,,,,"GLL",
"B","24-09-2019","2019-09-24 00:00:00 -0500",1,99,"B001",24109,,,," ",5,"DieselPro B5 S50 UV",21.12,10.03,11.84,211.86,38.14,250.00,18,1,,,,,"GLL",
"B","24-09-2019","2019-09-24 00:00:00 -0500",1,99,"B001",24108,,,," ",5,"DieselPro B5 S50 UV",9.29,10.03,11.84,93.24,16.78,110.02,18,1,,,,,"GLL",
"B","24-09-2019","2019-09-24 00:00:00 -0500",1,99,"B001",24107,,,," ",5,"DieselPro B5 S50 UV",42.23,10.03,11.84,423.73,76.27,500.00,18,1,,,,,"GLL",
"B","24-09-2019","2019-09-24 00:00:00 -0500",1,99,"B001",24106,,,," ",5,"DieselPro B5 S50 UV",12.11,10.03,11.84,121.51,21.87,143.38,18,1,,,,,"GLL",
"B","24-09-2019","2019-09-24 00:00:00 -0500",1,99,"B001",24105,,,," ",5,"DieselPro B5 S50 UV",12.95,10.03,11.84,129.93,23.39,153.32,18,1,,,,,"GLL",
"B","24-09-2019","2019-09-24 00:00:00 -0500",1,99,"B001",24104,,,," ",5,"DieselPro B5 S50 UV",42.23,10.03,11.84,423.73,76.27,500.00,18,1,,,,,"GLL",
"B","24-09-2019","2019-09-24 00:00:00 -0500",1,99,"B001",24103,,,," ",5,"DieselPro B5 S50 UV",1.69,10.03,11.84,16.95,3.05,20.00,18,1,,,,,"GLL",
"B","24-09-2019","2019-09-24 00:00:00 -0500",1,99,"B001",24102,,,," ",5,"DieselPro B5 S50 UV",12.67,10.03,11.84,127.12,22.88,150.00,18,1,,,,,"GLL",
"B","24-09-2019","2019-09-24 00:00:00 -0500",1,99,"B001",24101,,,," ",5,"DieselPro B5 S50 UV",11.82,10.03,11.84,118.64,21.36,140.00,18,1,,,,,"GLL",
"B","24-09-2019","2019-09-24 00:00:00 -0500",1,99,"B001",24100,,,," ",5,"DieselPro B5 S50 UV",1.9,10.03,11.84,19.07,3.43,22.50,18,1,,,,,"GLL",
"B","24-09-2019","2019-09-24 00:00:00 -0500",1,99,"B001",24099,,,," ",5,"DieselPro B5 S50 UV",7.6,10.03,11.84,76.27,13.73,90.00,18,1,,,,,"GLL",
"B","24-09-2019","2019-09-24 00:00:00 -0500",1,99,"B001",24098,,,," ",5,"DieselPro B5 S50 UV",8.45,10.03,11.84,84.75,15.25,100.00,18,1,,,,,"GLL",
"B","24-09-2019","2019-09-24 00:00:00 -0500",1,99,"B001",24097,,,," ",5,"DieselPro B5 S50 UV",2.53,10.03,11.84,25.42,4.58,30.00,18,1,,,,,"GLL",
"B","24-09-2019","2019-09-24 00:00:00 -0500",1,99,"B001",24096,,,," ",5,"DieselPro B5 S50 UV",11.82,10.03,11.84,118.64,21.36,140.00,18,1,,,,,"GLL",
"B","24-09-2019","2019-09-24 00:00:00 -0500",1,99,"B001",24095,,,," ",5,"DieselPro B5 S50 UV",10.83,10.03,11.84,108.63,19.55,128.18,18,1,,,,,"GLL",
"B","24-09-2019","2019-09-24 00:00:00 -0500",1,99,"B001",24094,,,," ",5,"DieselPro B5 S50 UV",4.22,10.03,11.84,42.37,7.63,50.00,18,1,,,,,"GLL",
"B","24-09-2019","2019-09-24 00:00:00 -0500",1,99,"B001",24093,,,," ",5,"DieselPro B5 S50 UV",10.56,10.03,11.84,105.92,19.07,124.99,18,1,,,,,"GLL",
