12-03-2020,12-03-2020,1,5,99,BB03,23307,,,0,177929,2,GAS 90,4.136,10.2457627119,12.09,42.3728813559,7.6271186441,50,,,,,,,GLL
12-03-2020,12-03-2020,1,5,99,BB03,23308,,,0,177948,5,DIESEL B5 S50,8.258,10.2627118644,12.11,84.7457627119,15.2542372881,100,,,,,,,GLL
12-03-2020,12-03-2020,1,5,99,BB03,23309,,,0,177949,5,DIESEL B5 S50,4.129,10.2627118644,12.11,42.3728813559,7.6271186441,50,,,,,,,GLL
12-03-2020,12-03-2020,1,5,99,BB03,23310,,,0,177955,2,GAS 90,1.654,10.2457627119,12.09,16.9491525424,3.0508474576,20,,,,,,,GLL
12-03-2020,12-03-2020,1,5,99,BB03,23311,,,0,177984,5,DIESEL B5 S50,2.477,10.2627118644,12.11,25.4237288136,4.5762711864,30,,,,,,,GLL
12-03-2020,12-03-2020,1,5,99,BB03,23312,,,0,178005,3,GAS 95,3.499,12.1101694915,14.29,42.3728813559,7.6271186441,50,,,,,,,GLL
12-03-2020,12-03-2020,1,5,99,BB03,23313,,,0,178020,3,GAS 95,3.499,12.1101694915,14.29,42.3728813559,7.6271186441,50,,,,,,,GLL
12-03-2020,12-03-2020,1,5,99,BB03,23314,,,0,178028,2,GAS 90,16.542,10.2457627119,12.09,169.4830508475,30.5069491525,199.99,,,,,,,GLL
12-03-2020,12-03-2020,1,5,99,BB03,23315,,,0,178051,5,DIESEL B5 S50,1.239,10.2627118644,12.11,12.7118644068,2.2881355932,15,,,,,,,GLL
12-03-2020,12-03-2020,1,5,99,BB03,23316,C_000001,C_000001,0,,2,GAS 90,2.481,10.2457627119,12.09,25.4237288136,4.5762711864,30,,,,,,,GLL
12-03-2020,12-03-2020,1,5,99,BB03,23317,C_000001,C_000001,0,,4,GAS 98,2.001,12.7033898305,14.99,25.4237288136,4.5762711864,30,,,,,,,GLL
12-03-2020,12-03-2020,1,5,99,BB03,23318,,,0,178056,3,GAS 95,1.4,12.1101694915,14.29,16.9491525424,3.0508474576,20,,,,,,,GLL
12-03-2020,12-03-2020,1,5,99,BB03,23319,,,0,178057,2,GAS 90,0.827,10.2457627119,12.09,8.4745762712,1.5254237288,10,,,,,,,GLL
12-03-2020,12-03-2020,1,5,99,BB03,23320,,,0,178058,2,GAS 90,0.827,10.2457627119,12.09,8.4745762712,1.5254237288,10,,,,,,,GLL
12-03-2020,12-03-2020,1,5,99,BB03,23321,,,0,178066,5,DIESEL B5 S50,3.303,10.2627118644,12.11,33.8983050847,6.1016949153,40,,,,,,,GLL
12-03-2020,12-03-2020,1,5,99,BB03,23322,,,0,178083,5,DIESEL B5 S50,4.129,10.2627118644,12.11,42.3728813559,7.6271186441,50,,,,,,,GLL
12-03-2020,12-03-2020,1,5,99,BB03,23323,,,0,178102,4,GAS 98,15.343,12.7033898305,14.99,194.906779661,35.083220339,229.99,,,,,,,GLL
12-03-2020,12-03-2020,1,5,99,BB03,23324,,,0,178104,3,GAS 95,8.818,12.1101694915,14.29,106.7881355932,19.2218644068,126.01,,,,,,,GLL
12-03-2020,12-03-2020,1,5,99,BB03,23325,,,0,178109,4,GAS 98,6.671,12.7033898305,14.99,84.7457627119,15.2542372881,100,,,,,,,GLL
12-03-2020,12-03-2020,1,5,99,BB03,23326,,,0,178132,2,GAS 90,2.481,10.2457627119,12.09,25.4237288136,4.5762711864,30,,,,,,,GLL
12-03-2020,12-03-2020,1,5,99,BB03,23327,,,0,178146,5,DIESEL B5 S50,38.408,10.2627118644,12.11,394.1694915254,70.9505084746,465.12,,,,,,,GLL
12-03-2020,12-03-2020,1,5,99,BB03,23328,,,0,178147,3,GAS 95,3.499,12.1101694915,14.29,42.3728813559,7.6271186441,50,,,,,,,GLL
12-03-2020,12-03-2020,1,5,99,BB03,23329,C_000001,C_000001,0,,2,GAS 90,0.827,10.2457627119,12.09,8.4745762712,1.5254237288,10,,,,,,,GLL
12-03-2020,12-03-2020,1,5,99,BB03,23330,C_000001,C_000001,0,,3,GAS 95,3.499,12.1101694915,14.29,42.3728813559,7.6271186441,50,,,,,,,GLL
12-03-2020,12-03-2020,2,17,99,BB03,23331,,,0,178202,3,GAS 95,3.499,12.1101694915,14.29,42.3728813559,7.6271186441,50,,,,,,,GLL
12-03-2020,12-03-2020,2,17,99,BB03,23332,,,0,178258,5,DIESEL B5 S50,0.826,10.2627118644,12.11,8.4745762712,1.5254237288,10,,,,,,,GLL
12-03-2020,12-03-2020,2,17,99,BB03,23333,,,0,178288,3,GAS 95,4.9,12.1101694915,14.29,59.3389830508,10.6810169492,70.02,,,,,,,GLL
12-03-2020,12-03-2020,2,17,99,BB03,23334,,,0,178317,5,DIESEL B5 S50,9.909,10.2627118644,12.11,101.6949152542,18.3050847458,120,,,,,,,GLL
12-03-2020,12-03-2020,2,17,99,BB03,23335,,,0,178329,2,GAS 90,2.481,10.2457627119,12.09,25.4237288136,4.5762711864,30,,,,,,,GLL
12-03-2020,12-03-2020,2,17,99,BB03,23336,,,0,178332,2,GAS 90,1.654,10.2457627119,12.09,16.9491525424,3.0508474576,20,,,,,,,GLL
12-03-2020,12-03-2020,2,17,99,BB03,23337,,,0,178337,2,GAS 90,8.271,10.2457627119,12.09,84.7457627119,15.2542372881,100,,,,,,,GLL
12-03-2020,12-03-2020,3,16,99,BB03,23338,,,0,178339,5,DIESEL B5 S50,9.909,10.2627118644,12.11,101.6949152542,18.3050847458,120,,,,,,,GLL
12-03-2020,12-03-2020,3,16,99,BB03,23339,C_000001,C_000001,0,,2,GAS 90,0.414,10.2457627119,12.09,4.2372881356,0.7627118644,5,,,,,,,GLL
12-03-2020,12-03-2020,3,16,99,BB03,23340,,,0,178343,3,GAS 95,1.19,12.1101694915,14.29,14.406779661,2.593220339,17,,,,,,,GLL
12-03-2020,12-03-2020,3,16,99,BB03,23341,C_000001,C_000001,0,,2,GAS 90,0.165,10.2457627119,12.09,1.6949152542,0.3050847458,2,,,,,,,GLL
