,"30-09-2019",,,,"BB06",6287,,,,,2,"GAS 90",4.93,12.03,14.2,59.32,10.68,70,,,,,,,"GLL"
,"30-09-2019",,,,"BB06",6288,,,,,2,"GAS 90",3.52,12.03,14.2,42.37,7.63,50,,,,,,,"GLL"
,"30-09-2019",,,,"BB06",6289,,,,,2,"GAS 90",5.00,12.03,14.2,60.17,10.83,71,,,,,,,"GLL"
,"30-09-2019",,,,"BB06",6290,,,,,2,"GAS 90",3.52,12.03,14.2,42.37,7.63,50,,,,,,,"GLL"
,"30-09-2019",,,,"BB06",6291,,,,,2,"GAS 90",3.52,12.03,14.2,42.37,7.63,50,,,,,,,"GLL"
,"30-09-2019",,,,"BB06",6292,,,,,2,"GAS 90",3.52,12.03,14.2,42.37,7.63,50,,,,,,,"GLL"
,"30-09-2019",,,,"BB06",6293,,,,,2,"GAS 90",2.18,12.03,14.2,26.27,4.73,31,,,,,,,"GLL"
,"30-09-2019",,,,"BB06",6294,,,,,2,"GAS 90",3.52,12.03,14.2,42.37,7.63,50,,,,,,,"GLL"
,"30-09-2019",,,,"BB06",6295,,,,,2,"GAS 90",3.52,12.03,14.2,42.37,7.63,50,,,,,,,"GLL"
,"30-09-2019",,,,"BB06",6296,,,,,2,"GAS 90",3.52,12.03,14.2,42.37,7.63,50,,,,,,,"GLL"
,"30-09-2019",,,,"BB06",6297,,,,,5,"DIESEL B5 S50",7.64,11.09,13.09,84.75,15.25,100,,,,,,,"GLL"
,"30-09-2019",,,,"BB06",6298,,,,,2,"GAS 90",3.52,12.03,14.2,42.37,7.63,50,,,,,,,"GLL"
,"30-09-2019",,,,"BB06",6299,,,,,5,"DIESEL B5 S50",5.35,11.09,13.09,59.32,10.68,70,,,,,,,"GLL"
,"30-09-2019",,,,"BB06",6300,,,,,2,"GAS 90",1.41,12.03,14.2,16.95,3.05,20,,,,,,,"GLL"
,"30-09-2019",,,,"BB06",6301,,,,,2,"GAS 90",1.00,12.03,14.2,12.03,2.17,14.2,,,,,,,"GLL"
,"30-09-2019",,,,"BB06",6302,,,,,2,"GAS 90",1.41,12.03,14.2,16.95,3.05,20,,,,,,,"GLL"
,"30-09-2019",,,,"BB06",6303,,,,,2,"GAS 90",1.41,12.03,14.2,16.95,3.05,20,,,,,,,"GLL"
,"30-09-2019",,,,"BB06",6304,,,,,2,"GAS 90",1.41,12.03,14.2,16.95,3.05,20,,,,,,,"GLL"
,"30-09-2019",,,,"BB06",6305,,,,,2,"GAS 90",3.52,12.03,14.2,42.37,7.63,50,,,,,,,"GLL"
,"30-09-2019",,,,"BB06",6306,,,,,2,"GAS 90",1.41,12.03,14.2,16.95,3.05,20,,,,,,,"GLL"
,"30-09-2019",,,,"BB06",6307,,,,,2,"GAS 90",2.18,12.03,14.2,26.27,4.73,31,,,,,,,"GLL"
,"30-09-2019",,,,"BB06",6308,,,,,5,"DIESEL B5 S50",3.06,11.09,13.09,33.90,6.10,40,,,,,,,"GLL"
,"30-09-2019",,,,"BB06",6309,,,,,2,"GAS 90",3.52,12.03,14.2,42.37,7.63,50,,,,,,,"GLL"
,"30-09-2019",,,,"BB06",6310,,,,,2,"GAS 90",5.63,12.03,14.2,67.80,12.20,80,,,,,,,"GLL"
,"30-09-2019",,,,"BB06",6311,,,,,5,"DIESEL B5 S50",5.35,11.09,13.09,59.32,10.68,70,,,,,,,"GLL"
,"30-09-2019",,,,"BB06",6312,,,,,2,"GAS 90",3.52,12.03,14.2,42.37,7.63,50,,,,,,,"GLL"
,"30-09-2019",,,,"BB06",6313,,,,,2,"GAS 90",4.93,12.03,14.2,59.32,10.68,70,,,,,,,"GLL"
,"30-09-2019",,,,"BB06",6314,,,,,5,"DIESEL B5 S50",6.11,11.09,13.09,67.80,12.20,80,,,,,,,"GLL"
,"30-09-2019",,,,"BB06",6315,,,,,5,"DIESEL B5 S50",1.53,11.09,13.09,16.95,3.05,20,,,,,,,"GLL"
,"30-09-2019",,,,"BB06",6316,,,,,2,"GAS 90",2.39,12.03,14.2,28.81,5.19,34,,,,,,,"GLL"
,"30-09-2019",,,,"BB06",6317,,,,,2,"GAS 90",5.63,12.03,14.2,67.80,12.20,80,,,,,,,"GLL"
,"30-09-2019",,,,"BB06",6318,,,,,2,"GAS 90",4.93,12.03,14.2,59.32,10.68,70,,,,,,,"GLL"
,"30-09-2019",,,,"BB06",6319,,,,,2,"GAS 90",3.52,12.03,14.2,42.37,7.63,50,,,,,,,"GLL"
,"30-09-2019",,,,"BB06",6320,,,,,5,"DIESEL B5 S50",3.06,11.09,13.09,33.90,6.10,40,,,,,,,"GLL"
,"30-09-2019",,,,"BB06",6321,,,,,2,"GAS 90",5.63,12.03,14.2,67.80,12.20,80,,,,,,,"GLL"
,"30-09-2019",,,,"BB06",6322,,,,,2,"GAS 90",1.41,12.03,14.2,16.95,3.05,20,,,,,,,"GLL"
,"30-09-2019",,,,"BB06",6323,,,,,2,"GAS 90",3.52,12.03,14.2,42.37,7.63,50,,,,,,,"GLL"
,"30-09-2019",,,,"BB06",6324,,,,,2,"GAS 90",3.52,12.03,14.2,42.37,7.63,50,,,,,,,"GLL"
,"30-09-2019",,,,"BB06",6325,,,,,2,"GAS 90",1.41,12.03,14.2,16.95,3.05,20,,,,,,,"GLL"
,"30-09-2019",,,,"BB06",6326,,,,,2,"GAS 90",3.52,12.03,14.2,42.37,7.63,50,,,,,,,"GLL"
,"30-09-2019",,,,"BB06",6327,,,,,2,"GAS 90",3.52,12.03,14.2,42.37,7.63,50,,,,,,,"GLL"
,"30-09-2019",,,,"BB06",6328,,,,,5,"DIESEL B5 S50",5.35,11.09,13.09,59.32,10.68,70,,,,,,,"GLL"
,"30-09-2019",,,,"BB06",6329,,,,,5,"DIESEL B5 S50",4.58,11.09,13.09,50.85,9.15,60,,,,,,,"GLL"
,"30-09-2019",,,,"BB06",6330,,,,,2,"GAS 90",2.47,12.03,14.2,29.66,5.34,35,,,,,,,"GLL"
,"30-09-2019",,,,"BB06",6331,,,,,2,"GAS 90",3.52,12.03,14.2,42.37,7.63,50,,,,,,,"GLL"
,"30-09-2019",,,,"BB06",6332,,,,,2,"GAS 90",1.41,12.03,14.2,16.95,3.05,20,,,,,,,"GLL"
,"30-09-2019",,,,"BB06",6333,,,,,2,"GAS 90",1.06,12.03,14.2,12.71,2.29,15,,,,,,,"GLL"
,"30-09-2019",,,,"BB06",6334,,,,,2,"GAS 90",1.00,12.03,14.2,12.03,2.17,14.2,,,,,,,"GLL"
,"30-09-2019",,,,"BB06",6335,,,,,2,"GAS 90",1.41,12.03,14.2,16.95,3.05,20,,,,,,,"GLL"
,"30-09-2019",,,,"BB06",6336,,,,,2,"GAS 90",1.41,12.03,14.2,16.95,3.05,20,,,,,,,"GLL"
,"30-09-2019",,,,"BB06",6337,,,,,2,"GAS 90",5.63,12.03,14.2,67.80,12.20,80,,,,,,,"GLL"
,"30-09-2019",,,,"BB06",6338,,,,,2,"GAS 90",1.41,12.03,14.2,16.95,3.05,20,,,,,,,"GLL"
,"30-09-2019",,,,"BB06",6339,,,,,2,"GAS 90",3.52,12.03,14.2,42.37,7.63,50,,,,,,,"GLL"
,"30-09-2019",,,,"BB06",6340,,,,,2,"GAS 90",4.51,12.03,14.2,54.24,9.76,64,,,,,,,"GLL"
,"30-09-2019",,,,"BB06",6341,,,,,2,"GAS 90",3.52,12.03,14.2,42.37,7.63,50,,,,,,,"GLL"
,"30-09-2019",,,,"BB06",6342,,,,,2,"GAS 90",4.23,12.03,14.2,50.85,9.15,60,,,,,,,"GLL"
,"30-09-2019",,,,"BB06",6343,,,,,5,"DIESEL B5 S50",6.11,11.09,13.09,67.80,12.20,80,,,,,,,"GLL"
,"30-09-2019",,,,"BB06",6344,,,,,5,"DIESEL B5 S50",1.53,11.09,13.09,16.95,3.05,20,,,,,,,"GLL"
,"30-09-2019",,,,"BB06",6345,,,,,2,"GAS 90",3.52,12.03,14.2,42.37,7.63,50,,,,,,,"GLL"
,"30-09-2019",,,,"BB06",6346,,,,,2,"GAS 90",1.41,12.03,14.2,16.95,3.05,20,,,,,,,"GLL"
,"30-09-2019",,,,"BB06",6347,,,,,2,"GAS 90",3.52,12.03,14.2,42.37,7.63,50,,,,,,,"GLL"
,"30-09-2019",,,,"BB06",6348,,,,,2,"GAS 90",5.63,12.03,14.2,67.80,12.20,80,,,,,,,"GLL"
,"30-09-2019",,,,"BB06",6349,,,,,2,"GAS 90",5.63,12.03,14.2,67.80,12.20,80,,,,,,,"GLL"
,"30-09-2019",,,,"BB06",6350,,,,,2,"GAS 90",2.47,12.03,14.2,29.66,5.34,35,,,,,,,"GLL"
