,"31-10-2019",,,,"FF01","309",20504750931,20504750931,"FF01-309",,5.00,"DIESEL 2",136.69,10.41,12.28,1422.50,256.05,1678.55,,,,,,"ROLANDO MULTISERVICIOS SAC","GLL"
,"31-10-2019",,,,"FF01","310",20191338856,20191338856,"FF01-310",,5.00,"DIESEL 2",500.00,10.18,12.01,5088.98,916.02,6005.00,,,,,,"PTC S.A.C","GLL"
,"31-10-2019",,,,"FF01","311",20491354322,20491354322,"FF01-311",,10.00,"SERVICIO DE TRANSPORTE",2500.00,0.29,0.35,737.29,132.71,870.00,,,,,,"AC SERVICENTRO AEDO SAC","NIU"
,"31-10-2019",,,,"FF01","312",20514739065,20514739065,"FF01-312",,10.00,"SERVICIO DE TRANSPORTE",3000.00,0.08,0.10,254.24,45.76,300.00,,,,,,"GRUPO E & E SAC","NIU"
,"31-10-2019",,,,"FF01","313",20191338856,20191338856,"FF01-313",,5.00,"DIESEL 2",500.00,10.18,12.01,5088.98,916.02,6005.00,,,,,,"PTC S.A.C","GLL"
,"31-10-2019",,,,"FF01","314",20192263108,20192263108,"FF01-314",,5.00,"DIESEL 2",1460.95,9.98,11.78,14584.74,2625.25,17209.99,,,,,,"ORGANIZACIONES SERMAT S.A.C.","GLL"
,"31-10-2019",,,,"FF01","315",20491354322,20491354322,"FF01-315",,10.00,"SERVICIO DE TRANSPORTE",2000.00,0.30,0.35,593.22,106.78,700.00,,,,,,"AC SERVICENTRO AEDO SAC","NIU"
,"31-10-2019",,,,"FF01","317",20512750045,20512750045,"FF01-317",,5.00,"DIESEL 2",1000.00,9.74,11.49,9737.29,1752.71,11490.00,,,,,,"SOLUCIONES LOGISTICAS INTERNACIONALES SAC","GLL"
,"31-10-2019",,,,"FF01","318",20491354322,20491354322,"FF01-318",,10.00,"SERVICIO DE TRANSPORTE",2000.00,0.30,0.35,593.22,106.78,700.00,,,,,,"AC SERVICENTRO AEDO SAC","NIU"
,"31-10-2019",,,,"FF01","319",20514739065,20514739065,"FF01-319",,10.00,"SERVICIO DE TRANSPORTE",3000.00,0.08,0.10,254.24,45.76,300.00,,,,,,"GRUPO E & E SAC","NIU"
,"31-10-2019",,,,"FF01","320",20192263108,20192263108,"FF01-320",,5.00,"DIESEL 2",1374.36,9.98,11.78,13720.34,2469.66,16190.00,,,,,,"ORGANIZACIONES SERMAT S.A.C.","GLL"
,"31-10-2019",,,,"FF01","321",20457004029,20457004029,"FF01-321",,5.00,"DIESEL 2",1203.31,9.98,11.78,12012.71,2162.29,14175.00,,,,,,"CONSORCIO MENDOZA S.A.C.","GLL"
,"31-10-2019",,,,"FF01","322",20491354322,20491354322,"FF01-322",,10.00,"SERVICIO DE TRANSPORTE",2000.00,0.30,0.35,593.22,106.78,700.00,,,,,,"AC SERVICENTRO AEDO SAC","NIU"
,"31-10-2019",,,,"FF01","325",20191338856,20191338856,"FF01-325",,5.00,"DIESEL 2",500.00,10.18,12.01,5088.98,916.02,6005.00,,,,,,"PTC S.A.C","GLL"
,"31-10-2019",,,,"FF01","326",20491354322,20491354322,"FF01-326",,10.00,"SERVICIO DE TRANSPORTE",2000.00,0.30,0.35,593.22,106.78,700.00,,,,,,"AC SERVICENTRO AEDO SAC","NIU"
,"31-10-2019",,,,"FF01","327",20562840878,20562840878,"FF01-327",,5.00,"DIESEL 2",424.45,9.98,11.78,4237.29,762.71,5000.00,,,,,,"SERVICIOS DE TRANSPORTE CAMILA S.A.C.","GLL"
,"31-10-2019",,,,"FF01","328",20562840878,20562840878,"FF01-328",,5.00,"DIESEL 2",455.01,9.98,11.78,4542.37,817.63,5360.00,,,,,,"SERVICIOS DE TRANSPORTE CAMILA S.A.C.","GLL"
,"31-10-2019",,,,"FF01","329",20491354322,20491354322,"FF01-329",,10.00,"SERVICIO DE TRANSPORTE",2500.00,0.29,0.35,737.29,132.71,870.00,,,,,,"AC SERVICENTRO AEDO SAC","NIU"
,"31-10-2019",,,,"FF01","330",20501889068,20501889068,"FF01-330",,5.00,"DIESEL 2",995.79,10.41,12.28,10362.75,1865.30,12228.05,,,,,,"EMPRESA DE TRANSPORTES YUVIEL S.A.","GLL"
,"31-10-2019",,,,"FF01","331",20514739065,20514739065,"FF01-331",,10.00,"SERVICIO DE TRANSPORTE",3000.00,0.08,0.10,254.24,45.76,300.00,,,,,,"GRUPO E & E SAC","NIU"
,"31-10-2019",,,,"FF01","332",20191338856,20191338856,"FF01-332",,5.00,"DIESEL 2",500.00,10.18,12.01,5088.98,916.02,6005.00,,,,,,"PTC S.A.C","GLL"
,"31-10-2019",,,,"FF01","333",20491354322,20491354322,"FF01-333",,10.00,"SERVICIO DE TRANSPORTE",2000.00,0.30,0.35,593.22,106.78,700.00,,,,,,"AC SERVICENTRO AEDO SAC","NIU"
,"31-10-2019",,,,"FF01","334",20191338856,20191338856,"FF01-334",,5.00,"DIESEL 2",500.00,10.18,12.01,5088.98,916.02,6005.00,,,,,,"PTC S.A.C","GLL"
,"31-10-2019",,,,"FF01","335",20514739065,20514739065,"FF01-335",,10.00,"SERVICIO DE TRANSPORTE",4000.00,0.68,0.80,2711.86,488.14,3200.00,,,,,,"GRUPO E & E SAC","NIU"
,"31-10-2019",,,,"FF01","336",20562840878,20562840878,"FF01-336",,5.00,"DIESEL 2",393.89,9.98,11.78,3932.20,707.80,4640.00,,,,,,"SERVICIOS DE TRANSPORTE CAMILA S.A.C.","GLL"
,"31-10-2019",,,,"FF01","337",20506748195,20506748195,"FF01-337",,5.00,"DIESEL 2",91.63,9.98,11.78,914.74,164.65,1079.40,,,,,,"SEC TRANSPORTES Y NEGOCIOS S.R.L.","GLL"
,"31-10-2019",,,,"FF01","338",20491354322,20491354322,"FF01-338",,10.00,"SERVICIO DE TRANSPORTE",2000.00,0.30,0.35,593.22,106.78,700.00,,,,,,"AC SERVICENTRO AEDO SAC","NIU"
,"31-10-2019",,,,"FF01","549",20373756912,20373756912,"FF01-549",,5.00,"DIESEL 2",394.26,10.41,12.28,4102.97,738.54,4841.51,,,,,,"EMPRESA DE TRANSPORTES DIAZ SRL","GLL"
,"02-11-2019",,,,"FF01","339",20491354322,20491354322,"FF01-339",,10.00,"SERVICIO DE TRANSPORTE",2000.00,0.30,0.35,593.22,106.78,700.00,,,,,,"AC SERVICENTRO AEDO SAC","NIU"
,"02-11-2019",,,,"FF01","340",20514739065,20514739065,"FF01-340",,10.00,"SERVICIO DE TRANSPORTE",4000.00,0.08,0.10,338.98,61.02,400.00,,,,,,"GRUPO E & E SAC","NIU"
,"04-11-2019",,,,"FF01","341",20602217508,20602217508,"FF01-341",,9.00,"GAS LICUADO DE PETROLEO x 45 kg",30.00,148.31,175.00,4449.15,800.85,5250.00,,,,,,"DIRECCION DE REDES INTEGRADAS DE SALUD LIMA NORTE","LTR"
,"06-11-2019",,,,"FF01","342",20491354322,20491354322,"FF01-342",,10.00,"SERVICIO DE TRANSPORTE",2000.00,0.30,0.35,593.22,106.78,700.00,,,,,,"AC SERVICENTRO AEDO SAC","NIU"
,"06-11-2019",,,,"FF01","343",20510800258,20510800258,"FF01-343",,10.00,"SERVICIO DE TRANSPORTE",4000.00,0.18,0.21,711.86,128.14,840.00,,,,,,"GRIFO KAREN & CAROL S.C.R.LTDA.","NIU"
,"06-11-2019",,,,"FF01","345",20373756912,20373756912,"FF01-345",,5.00,"DIESEL 2",387.33,10.41,12.28,4030.97,725.57,4756.54,,,,,,"EMPRESA DE TRANSPORTES DIAZ SRL","GLL"
,"31-10-2019",,,,"FF02","236",20518518543,20518518543,"FF02-236",,5.00,"DIESEL 2",152.88,9.98,11.77,1525.41,274.57,1799.98,,,,,,"CONSORCIO 22 SRL","GLL"
,"31-10-2019",,,,"FF02","237",20163695198,20163695198,"FF02-237",,5.00,"DIESEL 2",488.50,9.97,11.77,4872.58,877.06,5749.64,,,,,,"TRANSUD S.A.C.","GLL"
,"31-10-2019",,,,"FF02","238",20518518543,20518518543,"FF02-238",,5.00,"DIESEL 2",147.61,9.98,11.78,1473.38,265.21,1738.59,,,,,,"CONSORCIO 22 SRL","GLL"
,"31-10-2019",,,,"FF02","239",20457004029,20457004029,"FF02-239",,5.00,"DIESEL 2",1016.15,9.98,11.78,10141.17,1825.41,11966.58,,,,,,"CONSORCIO MENDOZA S.A.C.","GLL"
,"31-10-2019",,,,"FF02","241",20518518543,20518518543,"FF02-241",,5.00,"DIESEL 2",165.76,9.98,11.78,1654.32,297.78,1952.10,,,,,,"CONSORCIO 22 SRL","GLL"
,"31-10-2019",,,,"FF02","242",20163695198,20163695198,"FF02-242",,5.00,"DIESEL 2",698.20,9.97,11.77,6964.25,1253.56,8217.81,,,,,,"TRANSUD S.A.C.","GLL"
,"31-10-2019",,,,"FF02","245",20518518543,20518518543,"FF02-245",,5.00,"DIESEL 2",137.18,9.98,11.78,1369.01,246.42,1615.43,,,,,,"CONSORCIO 22 SRL","GLL"
