B,2019-12-31,,,,BBB1,2,C_000001,C_000001,,,2,GAS 90,0.48,10.5847457627,12.49,5.0847457627,0.9152542373,6,,,,,,,GLL
B,2019-12-31,,,,BBB1,1171,C_000001,C_000001,,,2,GAS 90,4.068,10.4152542373,12.29,42.3728813559,7.6271186441,50,,,,,,,GLL
,01/02/2020,1,13,99,BB03,44750,C_000001,C_000001,0,,8,7.58,1.32,10,,,,,,,,,,,
,01/02/2020,1,13,99,BB03,44751,C_000001,C_000001,0,,8,15.16,1.32,20.01,,,,,,,,,,,
,01/02/2020,1,13,99,BB03,44752,C_000001,C_000001,0,,8,15.15,1.32,20,,,,,,,,,,,
,01/02/2020,1,13,99,BB03,44755,C_000001,C_000001,0,,8,31.82,1.32,42,,,,,,,,,,,
,01/02/2020,1,13,99,BB03,44757,C_000001,C_000001,0,,8,3.79,1.32,5,,,,,,,,,,,
,01/02/2020,1,13,99,BB03,44760,C_000001,C_000001,0,,8,7.58,1.32,10,,,,,,,,,,,
,01/02/2020,1,13,99,BB03,44761,C_000001,C_000001,0,,8,7.58,1.32,10,,,,,,,,,,,
,01/02/2020,1,13,99,BB03,44762,C_000001,C_000001,0,,8,15.15,1.32,20,,,,,,,,,,,
,01/02/2020,1,13,99,BB03,44764,C_000001,C_000001,0,,8,15.15,1.32,20,,,,,,,,,,,
,01/02/2020,1,13,99,BB03,44765,C_000001,C_000001,0,,8,7.58,1.32,10,,,,,,,,,,,
,01/02/2020,1,13,99,BB03,44766,C_000001,C_000001,0,,8,0.76,1.32,1,,,,,,,,,,,
,01/02/2020,1,13,99,BB03,44767,C_000001,C_000001,0,,8,15.15,1.32,20,,,,,,,,,,,
,01/02/2020,1,13,99,BB03,44768,C_000001,C_000001,0,,8,7.58,1.32,10,,,,,,,,,,,
,01/02/2020,1,13,99,BB03,44769,C_000001,C_000001,0,,8,15.15,1.32,20,,,,,,,,,,,
,01/02/2020,1,13,99,BB03,44770,C_000001,C_000001,0,,8,16.29,1.32,21.5,,,,,,,,,,,
,01/02/2020,1,13,99,BB03,44771,C_000001,C_000001,0,,8,9.09,1.32,12,,,,,,,,,,,
