,2020-05-11,2020-05-11,2020-05-11,FF01-553,FF01,553,20501889068,20501889068,"A6D-935,F6O-701
AAG-818,T6A-929
",,5,DIESEL 2,267.73,9.9915254237,11.79,2675.0610762712,481.5109937288,3156.57,,,,,,EMPRESA DE TRANSPORTES YUVIEL S.A.,GLL
,2020-05-11,2020-05-11,2020-05-11,FF01-554,FF01,554,20501889068,20501889068,"AAK-942
",,5,DIESEL 2,32.05,9.9915254237,11.79,320.1784322034,57.6321177966,377.81,,,,,,EMPRESA DE TRANSPORTES YUVIEL S.A.,GLL
,2020-05-14,2020-05-14,2020-05-14,FF01-555,FF01,555,20501889068,20501889068,"C6A-879
",,5,DIESEL 2,84.82,9.9918251695,11.7903537,847.4830508475,152.5469491525,1000.03,,,,,,EMPRESA DE TRANSPORTES YUVIEL S.A.,GLL
,2020-05-19,2020-05-19,2020-05-19,FF01-556,FF01,556,20501889068,20501889068,"D8T-878,D2E-829
D9Y-730,AHI-934
",,5,DIESEL 2,276.54,9.9918931637,11.7904339332,2763.1610169492,497.3689830508,3260.53,,,,,,EMPRESA DE TRANSPORTES YUVIEL S.A.,GLL
,2020-05-26,2020-05-26,2020-05-26,FF01-558,FF01,558,20191338856,20191338856,,,5,DIESEL 2,500,9.4915254237,11.2,4745.7627118644,854.2372881356,5600,,,,,,PTC S.A.C,GLL
,2020-05-26,2020-05-26,2020-05-26,FF01-559,FF01,559,20501889068,20501889068,"B6F-945
",,5,DIESEL 2,16.96,9.9895271186,11.787642,169.4576271186,30.5023728814,199.96,,,,,,EMPRESA DE TRANSPORTES YUVIEL S.A.,GLL
,2020-05-27,2020-05-27,2020-05-27,FF01-560,FF01,560,20501889068,20501889068,"AHK-867
",,5,DIESEL 2,42.41,9.9917252542,11.7902358,423.7372881356,76.2727118644,500.01,,,,,,EMPRESA DE TRANSPORTES YUVIEL S.A.,GLL
,2020-05-29,2020-05-29,2020-05-29,FF01-561,FF01,561,20501889068,20501889068,"AHJ-708,D9R-827
D8T-878,T6A-929
",,5,DIESEL 2,67.85,9.9895271186,11.787642,677.8305084746,122.0094915254,799.84,,,,,,EMPRESA DE TRANSPORTES YUVIEL S.A.,GLL
,2020-05-31,2020-05-31,2020-05-31,FF01-574,FF01,574,20514739065,20514739065,AUJ-344,,5,DIESEL 2,58.98,9.6968764808,11.4423142473,571.9152542373,102.9447457627,674.86,,,,,,GRUPO E & E SAC,GLL
,2020-05-31,2020-05-31,2020-05-31,FF01-575,FF01,575,20506748195,20506748195,"D8V-834,COL-929,D7M-809
D2P-763,BAJ-931
",,5,DIESEL 2,908.8,9.4915254237,11.2,8625.9239322034,1552.6663077966,10178.59,,,,,,SEC TRANSPORTES Y NEGOCIOS S.R.L.,GLL
,2020-06-09,2020-06-09,2020-06-09,FF01-576,FF01,576,20191338856,20191338856,,,5,DIESEL 2,500,9.4915254237,11.2,4745.7627118644,854.2372881356,5600,,,,,,PTC S.A.C,GLL
,2020-06-10,2020-06-10,2020-06-10,FF01-579,FF01,579,20514739065,20514739065,,,10,SERVICIO DE TRANSPORTE,6500,0.0847457627,0.1,550.8474576271,99.1525423729,650,,,,,,GRUPO E & E SAC,NIU
,2020-06-11,2020-06-11,2020-06-11,FF01-580,FF01,580,20514739065,20514739065,,,10,SERVICIO DE TRANSPORTE,2000,0.0847457627,0.1,169.4915254237,30.5084745763,200,,,,,,GRUPO E & E SAC,NIU
,2020-06-15,2020-06-15,2020-06-15,FF01-581,FF01,581,20269180731,20269180731,AWZ-595,,3,GAS 95,8.13,10.4237288136,12.3,84.7449152542,15.2540847458,100,,,,,,STATKRAFT PERU S.A.,GLL
