,13-03-2020,2020-03-13 00:00:00 -0500,1,99,B101,39724,,,, ,2,GASOHOL 90,0.84,10.0762711864,11.89,8.4745762712,1.5254237288,10,1,, ,2020-03-14 11:08:37 -0500,,,GLL
,13-03-2020,2020-03-13 00:00:00 -0500,1,99,B101,39723,,,, ,2,GASOHOL 90,0.42,10.0762711864,11.89,4.2372881356,0.7627118644,5,1,, ,2020-03-14 11:08:37 -0500,,,GLL
,13-03-2020,2020-03-13 00:00:00 -0500,1,99,B101,39722,,,, ,5,DIESEL PRO B5,0.86,9.906779661,11.69,8.4745762712,1.5254237288,10,1,, ,2020-03-14 11:08:36 -0500,,,GLL
,13-03-2020,2020-03-13 00:00:00 -0500,1,99,B101,39721,,,, ,4,GASOHOL 98,3.65,12.7033898305,14.99,46.3644067797,8.3455932203,54.71,1,, ,2020-03-14 11:08:36 -0500,,,GLL
,13-03-2020,2020-03-13 00:00:00 -0500,1,99,B101,39720,,,, ,2,GASOHOL 90,0.42,10.0762711864,11.89,4.2372881356,0.7627118644,5,1,, ,2020-03-14 11:08:36 -0500,,,GLL
,13-03-2020,2020-03-13 00:00:00 -0500,1,99,B101,39719,,,, ,5,DIESEL PRO B5,4.28,9.906779661,11.69,42.3728813559,7.6271186441,50,1,, ,2020-03-14 11:08:36 -0500,,,GLL
,13-03-2020,2020-03-13 00:00:00 -0500,1,99,B101,39718,,,, ,2,GASOHOL 90,0.17,10.0762711864,11.89,1.6949152542,0.3050847458,2,1,, ,2020-03-14 11:08:36 -0500,,,GLL
,13-03-2020,2020-03-13 00:00:00 -0500,1,99,B101,39717,,,, ,5,DIESEL PRO B5,3.42,9.906779661,11.69,33.8983050847,6.1016949153,40,1,, ,2020-03-14 11:08:36 -0500,,,GLL
,13-03-2020,2020-03-13 00:00:00 -0500,1,99,B101,39716,,,, ,2,GASOHOL 90,4.21,10.0762711864,11.89,42.3728813559,7.6271186441,50,1,, ,2020-03-14 11:08:36 -0500,,,GLL
,13-03-2020,2020-03-13 00:00:00 -0500,1,99,B101,39715,,,, ,5,DIESEL PRO B5,3.42,9.906779661,11.69,33.8983050847,6.1016949153,40,1,, ,2020-03-14 11:08:35 -0500,,,GLL
,13-03-2020,2020-03-13 00:00:00 -0500,1,99,B101,39714,,,, ,2,GASOHOL 90,1.68,10.0762711864,11.89,16.9491525424,3.0508474576,20,1,, ,2020-03-14 11:08:35 -0500,,,GLL
,13-03-2020,2020-03-13 00:00:00 -0500,1,99,B101,39713,,,, ,2,GASOHOL 90,1.68,10.0762711864,11.89,16.9491525424,3.0508474576,20,1,, ,2020-03-14 11:08:35 -0500,,,GLL
,13-03-2020,2020-03-13 00:00:00 -0500,1,99,B101,39712,,,, ,3,GASOHOL 95,2.99,11.3474576271,13.39,33.8983050847,6.1016949153,40,1,, ,2020-03-14 11:08:35 -0500,,,GLL
,13-03-2020,2020-03-13 00:00:00 -0500,1,99,B101,39711,,,, ,2,GASOHOL 90,0.84,10.0762711864,11.89,8.4745762712,1.5254237288,10,1,, ,2020-03-14 11:08:35 -0500,,,GLL
,13-03-2020,2020-03-13 00:00:00 -0500,1,99,B101,39710,,,, ,2,GASOHOL 90,0.76,10.0762711864,11.89,7.6779661017,1.3820338983,9.06,1,, ,2020-03-14 11:08:35 -0500,,,GLL
,13-03-2020,2020-03-13 00:00:00 -0500,1,99,B101,39709,,,, ,2,GASOHOL 90,0.42,10.0762711864,11.89,4.2372881356,0.7627118644,5,1,, ,2020-03-14 11:08:35 -0500,,,GLL
,13-03-2020,2020-03-13 00:00:00 -0500,1,99,B101,39708,,,, ,2,GASOHOL 90,0.84,10.0762711864,11.89,8.4745762712,1.5254237288,10,1,, ,2020-03-14 11:08:35 -0500,,,GLL
,13-03-2020,2020-03-13 00:00:00 -0500,1,99,B101,39707,,,, ,2,GASOHOL 90,0.42,10.0762711864,11.89,4.2372881356,0.7627118644,5,1,, ,2020-03-14 11:08:34 -0500,,,GLL
